OBJECTID;Àngul / Ángulo;Id. Càmera / Id. Cámara;Tipus Càmera / Tipo Cámara;Pas Inferior / Paso Inferior;Descripció / Descripción;URL;geo_shape;geo_point_2d
114409;164.91999817;04805;CF;No;V-30 direccion A-7 E-15 (CIRCUNVALACION);https://camaras.valencia.es/camaras/visualizador.html?id=04805;"{""coordinates"": [-0.41956083184197496, 39.46901506688391], ""type"": ""Point""}";39.46901506688391, -0.41956083184197496
114413;0.0;14302;CF;Si;P.I. TRES FORQUES - CIUDAD ROS CASARES direccion P.I. TRES FORQUES - CIUDAD ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14302;"{""coordinates"": [-0.4119552380469287, 39.46328964326857], ""type"": ""Point""}";39.46328964326857, -0.4119552380469287
114425;48.43999863;07405;CF;No;PONT DE L'ASSUT DE L'OR direccion MENORCA;https://camaras.valencia.es/camaras/visualizador.html?id=07405;"{""coordinates"": [-0.3516351945857717, 39.45332553687725], ""type"": ""Point""}";39.45332553687725, -0.3516351945857717
114427;142.36000061;07404;CF;No;AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=07404;"{""coordinates"": [-0.3516370266251281, 39.453252697566136], ""type"": ""Point""}";39.453252697566136, -0.3516370266251281
114430;0.0;00108;CF;No;Regne de Valencia (M. del Turia);https://camaras.valencia.es/camaras/visualizador.html?id=00108;"{""coordinates"": [-0.3729529325857104, 39.46494459115428], ""type"": ""Point""}";39.46494459115428, -0.3729529325857104
114431;0.0;00306;CF;No;I. Canarias - E. Bosci;https://camaras.valencia.es/camaras/visualizador.html?id=00306;"{""coordinates"": [-0.35672456224641913, 39.46643242129307], ""type"": ""Point""}";39.46643242129307, -0.35672456224641913
114433;0.0;00503;CF;No;Ram0n y Cajal - Jesus (de salida);https://camaras.valencia.es/camaras/visualizador.html?id=00503;"{""coordinates"": [-0.38233863322270756, 39.46694336386329], ""type"": ""Point""}";39.46694336386329, -0.38233863322270756
114434;57.27999878;07503;CF;No;LA SAFOR direccion DR. NICASIO BENLLOCH;https://camaras.valencia.es/camaras/visualizador.html?id=07503;"{""coordinates"": [-0.3987351111989108, 39.48992789555934], ""type"": ""Point""}";39.48992789555934, -0.3987351111989108
114438;60.66999817;04504;CF;No;INSTITUTO OBRERO DE VALENCIA direccion AUTOPISTA DEL SALER;https://camaras.valencia.es/camaras/visualizador.html?id=04504;"{""coordinates"": [-0.36137570478624886, 39.45421373606979], ""type"": ""Point""}";39.45421373606979, -0.36137570478624886
114443;0.0;05904;CF;Si;V-21 direccion P.I. AV.CATALU.A - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05904;"{""coordinates"": [-0.3524735497253152, 39.48087543148699], ""type"": ""Point""}";39.48087543148699, -0.3524735497253152
114444;0.0;05915;CF;Si;AV. BLASCO IBAdEZ direccion P.I. AV.CATALU;https://camaras.valencia.es/camaras/visualizador.html?id=05915;"{""coordinates"": [-0.3523280575917186, 39.48094751974963], ""type"": ""Point""}";39.48094751974963, -0.3523280575917186
114453;238.25;07603;CF;Si;P.I. MAURO GUILLEN - MENENDEZ PIDAL direccion MENENDEZ PIDAL;https://camaras.valencia.es/camaras/visualizador.html?id=07603;"{""coordinates"": [-0.38392649403150964, 39.481729411625786], ""type"": ""Point""}";39.481729411625786, -0.38392649403150964
114460;193.63999939;11604;CF;No;SAN MARCELINO direccion ARZOBISPO OLAECHEA;https://camaras.valencia.es/camaras/visualizador.html?id=11604;"{""coordinates"": [-0.389846948514434, 39.447205515877975], ""type"": ""Point""}";39.447205515877975, -0.389846948514434
114485;178.99000549;13004;CF;No;CAMINO DE MONCADA direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=13004;"{""coordinates"": [-0.38129273815321, 39.498585513097964], ""type"": ""Point""}";39.498585513097964, -0.38129273815321
114493;284.73999023;10102;CF;No;PUENTE DEL REINO direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10102;"{""coordinates"": [-0.3574378720957645, 39.46148147322542], ""type"": ""Point""}";39.46148147322542, -0.3574378720957645
