Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Hal5gena/Incandescencia;;;0715;;118052;"{""coordinates"": [-0.39589373030465, 39.46386742084248], ""type"": ""Point""}";39.46386742084248, -0.39589373030465
Hal2gena/Incandescencia;;;4302;;118056;"{""coordinates"": [-0.3802384317834467, 39.4452014487588], ""type"": ""Point""}";39.4452014487588, -0.3802384317834467
Led;;;2925;Dr. Lluch - Pintor Ferrandis;118058;"{""coordinates"": [-0.32773301503989244, 39.4718109997962], ""type"": ""Point""}";39.4718109997962, -0.32773301503989244
Led;;;3003;Dr. Lluch - Pescadores;118059;"{""coordinates"": [-0.3280562969653546, 39.46958129583635], ""type"": ""Point""}";39.46958129583635, -0.3280562969653546
Led;;;0226;Colun - Ruzafa;118063;"{""coordinates"": [-0.37430447728226085, 39.46616645877601], ""type"": ""Point""}";39.46616645877601, -0.37430447728226085
Hal2gena/Incandescencia;;;2012;Dr. Manuel Candela - Ramln de Campoamor;118065;"{""coordinates"": [-0.3489352967015494, 39.47134926605563], ""type"": ""Point""}";39.47134926605563, -0.3489352967015494
Hal4gena/Incandescencia;;;2014;Dr. Manuel Candela - Poeta Mas y Ros;118066;"{""coordinates"": [-0.3492086181828777, 39.47049390336279], ""type"": ""Point""}";39.47049390336279, -0.3492086181828777
Led;;;2226;Bombero Ramon Duarte - Angel de Villena;118072;"{""coordinates"": [-0.3635631965398703, 39.450469682187766], ""type"": ""Point""}";39.450469682187766, -0.3635631965398703
Led;;;0301;MARQUES DEL TURIA - GREGORIO MAYANS;118074;"{""coordinates"": [-0.37218876940803336, 39.465549372152495], ""type"": ""Point""}";39.465549372152495, -0.37218876940803336
Led;;;0303;MARQUES DEL TURIA - MAESTRO GOZALBO;118076;"{""coordinates"": [-0.37018008457272583, 39.46639031014106], ""type"": ""Point""}";39.46639031014106, -0.37018008457272583
Led;;;0325;BURRIANA - CISCAR;118079;"{""coordinates"": [-0.36515463206847176, 39.465675773591485], ""type"": ""Point""}";39.465675773591485, -0.36515463206847176
Led;;;0310;MARQUES DEL TURIA - GRABADOR ESTEVE;118085;"{""coordinates"": [-0.36557981815771706, 39.46833633821389], ""type"": ""Point""}";39.46833633821389, -0.36557981815771706
Led;;;0311;MARQUES DEL TURIA - C.SALVATIERRA DE ALAVA;118086;"{""coordinates"": [-0.3665855515983331, 39.46796382740961], ""type"": ""Point""}";39.46796382740961, -0.3665855515983331
Led;;;0313;MARQUES DEL TURIA - ISABEL LA CATOLICA;118088;"{""coordinates"": [-0.3690896583005132, 39.46692948982897], ""type"": ""Point""}";39.46692948982897, -0.3690896583005132
Led;;;0314;MARQUES DEL TURIA - HERNAN CORTES;118089;"{""coordinates"": [-0.3701108194246854, 39.46649504646673], ""type"": ""Point""}";39.46649504646673, -0.3701108194246854
Led;;;0315;MARQUES DEL TURIA - PIZARRO;118090;"{""coordinates"": [-0.37109006818812595, 39.46607757335006], ""type"": ""Point""}";39.46607757335006, -0.37109006818812595
Hal7gena/Incandescencia;;;2107;MANUEL CANDELA num. 18 - P.P. DIR BLASCO IBAMEZ;118098;"{""coordinates"": [-0.3506780048461938, 39.466593104394605], ""type"": ""Point""}";39.466593104394605, -0.3506780048461938
Led;;;2913;Avda. de los Naranjos - Padre Anton Mart n;118100;"{""coordinates"": [-0.32863485091763533, 39.47535639883335], ""type"": ""Point""}";39.47535639883335, -0.32863485091763533
Led;;;3532;PROTECCION BOMBEROS - MUSICO AYLLON;118101;"{""coordinates"": [-0.4040833078234021, 39.46681319903008], ""type"": ""Point""}";39.46681319903008, -0.4040833078234021
Led;;;2501;RAMON Y CAJAL - SAN VICENTE;118108;"{""coordinates"": [-0.38212455742884976, 39.46578045918513], ""type"": ""Point""}";39.46578045918513, -0.38212455742884976
Led;;;5516;Avda. Real de Madrid - Manuel Iranzo (La Torre);118109;"{""coordinates"": [-0.39364090091283616, 39.42737782621401], ""type"": ""Point""}";39.42737782621401, -0.39364090091283616
Led;;;0720;Tres Forques - Fontanares P:P:;118112;"{""coordinates"": [-0.39752026792411416, 39.46401133104627], ""type"": ""Point""}";39.46401133104627, -0.39752026792411416
Led;;;5509;CNO. REAL DE MADRID - ALGAR DE PALANCIA (LA TORRE);118004;"{""coordinates"": [-0.3917641823393956, 39.43291051055602], ""type"": ""Point""}";39.43291051055602, -0.3917641823393956
Led;;;5512;CNO. REAL DE MADRID - MANUEL IRANZO (LA TORRE);118007;"{""coordinates"": [-0.3941075534426941, 39.4264234376073], ""type"": ""Point""}";39.4264234376073, -0.3941075534426941
Led;;;5513;CARRETERA DE ALBA-CASTILLO DE CORBERA;118008;"{""coordinates"": [-0.3939602847345556, 39.43566251611134], ""type"": ""Point""}";39.43566251611134, -0.3939602847345556
Led;;;1414;DR. MOLINER - ARTES GRAFICAS;118019;"{""coordinates"": [-0.36244900175739847, 39.476790417062205], ""type"": ""Point""}";39.476790417062205, -0.36244900175739847
Led;;;2322;INGENIERO JOAQUIN BENLLOCH - AV. FERNANDO ABRIL MARTORELL;118024;"{""coordinates"": [-0.3712513443155409, 39.446067795238044], ""type"": ""Point""}";39.446067795238044, -0.3712513443155409
Led;;;0903;AVDA. DEL CID - S. MIGUEL DE SOTERMES;118040;"{""coordinates"": [-0.4102498358285171, 39.47010972959993], ""type"": ""Point""}";39.47010972959993, -0.4102498358285171
Led;;;0926;;118048;"{""coordinates"": [-0.40529813283093374, 39.47264256051187], ""type"": ""Point""}";39.47264256051187, -0.40529813283093374
Led;;;0104;PL. AYUNTAMIENTO - CORREOS;117054;"{""coordinates"": [-0.37592814678120734, 39.46946368681701], ""type"": ""Point""}";39.46946368681701, -0.37592814678120734
Led;;;0108;JATIVA - ARZOBISPO MAYORAL;117056;"{""coordinates"": [-0.378928745220358, 39.46814368595322], ""type"": ""Point""}";39.46814368595322, -0.378928745220358
Led;;;0121;BARON DE CARCER - QUEVEDO;117065;"{""coordinates"": [-0.3795688175667819, 39.47051905737636], ""type"": ""Point""}";39.47051905737636, -0.3795688175667819
Led;;;0123;PASCUAL Y GENIS - LAURIA;117067;"{""coordinates"": [-0.37381151893523396, 39.469034891881975], ""type"": ""Point""}";39.469034891881975, -0.37381151893523396
Led;;;0125;BARCAS - PINTOR SOROLLA;117069;"{""coordinates"": [-0.3741348376746738, 39.470343067856135], ""type"": ""Point""}";39.470343067856135, -0.3741348376746738
Led;;;0204;PL. DE TETUAN  - CAPITANIA;117074;"{""coordinates"": [-0.369711684290778, 39.47345485173087], ""type"": ""Point""}";39.47345485173087, -0.369711684290778
Led;;;0209;COLON - CONDE DE SALVATIERRA DE ALAVA;117078;"{""coordinates"": [-0.3692675277491632, 39.47147799984913], ""type"": ""Point""}";39.47147799984913, -0.3692675277491632
Led;;;1108;CONSTITUCION - REUS;117081;"{""coordinates"": [-0.37841273803730874, 39.48547262012449], ""type"": ""Point""}";39.48547262012449, -0.37841273803730874
Led;;;1113;VISITACION - RUAYA;117086;"{""coordinates"": [-0.37654435834415856, 39.48534504911722], ""type"": ""Point""}";39.48534504911722, -0.37654435834415856
Led;;;1116;SAGUNTO - LERIDA;117089;"{""coordinates"": [-0.375062182817804, 39.483490451786814], ""type"": ""Point""}";39.483490451786814, -0.375062182817804
Hal1gena/Incandescencia;;;1121;ALMASSORA - CONVENTO CARMELITAS;117093;"{""coordinates"": [-0.3714104996188312, 39.48375158864873], ""type"": ""Point""}";39.48375158864873, -0.3714104996188312
Led;;;1027;BURJASOT - PADRE FERRIS;117097;"{""coordinates"": [-0.38640496934071206, 39.48556392211566], ""type"": ""Point""}";39.48556392211566, -0.38640496934071206
Led;;;1029;LLANO DE ZAIDIA - BURJASOT;117099;"{""coordinates"": [-0.38185028244345365, 39.48289856761316], ""type"": ""Point""}";39.48289856761316, -0.38185028244345365
Led;;;1033;JOAQUIN BALLESTER - RICARDO MICO;117103;"{""coordinates"": [-0.38898803920766817, 39.48314051922318], ""type"": ""Point""}";39.48314051922318, -0.38898803920766817
Led;;;1101;ALMASSORA - CRONISTA RIVELLES;117104;"{""coordinates"": [-0.37424173267990624, 39.48123593610996], ""type"": ""Point""}";39.48123593610996, -0.37424173267990624
Led;;;1105;LLANO ZAIDIA - CONSTITUCION;117107;"{""coordinates"": [-0.3795187465544536, 39.48279727456955], ""type"": ""Point""}";39.48279727456955, -0.3795187465544536
Led;;;1612;MAESTRO VALLS - JERONIMO MONSORIU;117118;"{""coordinates"": [-0.34145096642809464, 39.46550538431499], ""type"": ""Point""}";39.46550538431499, -0.34145096642809464
Led;;;1705;PIO BAROJA - GENERAL AVILES NORTE;117128;"{""coordinates"": [-0.4063318340648625, 39.48153284733939], ""type"": ""Point""}";39.48153284733939, -0.4063318340648625
Hal5gena/Incandescencia;;;1805;JUSTO Y PASTOR - MADERAS;117136;"{""coordinates"": [-0.337406630314834, 39.46670086391897], ""type"": ""Point""}";39.46670086391897, -0.337406630314834
Hal3gena/Incandescencia;;;1123;ALMASSORA - MOLINELL - PLATERO SUAREZ;117138;"{""coordinates"": [-0.3705915591147028, 39.48498942366262], ""type"": ""Point""}";39.48498942366262, -0.3705915591147028
Led;;;1131;ACTOR MORA - SAGUNTO;117143;"{""coordinates"": [-0.37468020174250904, 39.4864000354093], ""type"": ""Point""}";39.4864000354093, -0.37468020174250904
Led;;;1202;DR. PESET ALEIXANDRE - CL DE MONCADA;117146;"{""coordinates"": [-0.37826981782036384, 39.4909743894534], ""type"": ""Point""}";39.4909743894534, -0.37826981782036384
Led;;;1203;DR. PESET ALEIXANDRE - GAYANO LLUCH;117147;"{""coordinates"": [-0.38037055165135264, 39.490798261925], ""type"": ""Point""}";39.490798261925, -0.38037055165135264
Led;;;1209;Ce MONCADA - ECONOMISTA GAY;117152;"{""coordinates"": [-0.3777428539111721, 39.489679288432505], ""type"": ""Point""}";39.489679288432505, -0.3777428539111721
Led;;;1211;ECONOMISTA GAY - GONZALO RAMIRO PEDRER;117154;"{""coordinates"": [-0.37913601077969594, 39.4893468556656], ""type"": ""Point""}";39.4893468556656, -0.37913601077969594
Led;;;1212;ECONOMISTA GAY - LUIS CRUMIERE;117155;"{""coordinates"": [-0.37975459070610573, 39.48920639591735], ""type"": ""Point""}";39.48920639591735, -0.37975459070610573
Led;;;1226;CONSTITUCION - SAGUNTO;117161;"{""coordinates"": [-0.37380952758406627, 39.49170589537524], ""type"": ""Point""}";39.49170589537524, -0.37380952758406627
Led;;;1230;Ce MONCADA - PEDRO CABANES;117164;"{""coordinates"": [-0.3799527849896731, 39.493965336678265], ""type"": ""Point""}";39.493965336678265, -0.3799527849896731
Led;;;1235;SAGUNTO - SAN BRUNO;117168;"{""coordinates"": [-0.37443033208910886, 39.49010780573086], ""type"": ""Point""}";39.49010780573086, -0.37443033208910886
Led;;;1303;PRIMADO REIG - BILBAO - S.VTE. PAUL;117172;"{""coordinates"": [-0.37142692018573525, 39.49004900019718], ""type"": ""Point""}";39.49004900019718, -0.37142692018573525
Led;;;1304;PRIMADO REIG - MOTILLA DEL PALANCAR;117173;"{""coordinates"": [-0.3699720371511809, 39.48936519545092], ""type"": ""Point""}";39.48936519545092, -0.3699720371511809
Hal4gena/Incandescencia;;;1314;DOLORES MARQUES - DR. VICENTE ZARAGOZA;117179;"{""coordinates"": [-0.3633708554187133, 39.48497688264017], ""type"": ""Point""}";39.48497688264017, -0.3633708554187133
Led;;;1316;DOLORES MARQUES - RVDO. JOSE MARIA PINAZO;117181;"{""coordinates"": [-0.3628272805029598, 39.486808730377795], ""type"": ""Point""}";39.486808730377795, -0.3628272805029598
Led;;;1317;DOLORES MARQUES - TORRETA MIRAMAR;117182;"{""coordinates"": [-0.36252848581838676, 39.48743616516723], ""type"": ""Point""}";39.48743616516723, -0.36252848581838676
Led;;;1318;DOLORES MARQUES - AZAGADOR ALBORAYA;117183;"{""coordinates"": [-0.36171284875527526, 39.48869193710774], ""type"": ""Point""}";39.48869193710774, -0.36171284875527526
Led;;;1324;ALBORAYA - PINTOR VILAR;117189;"{""coordinates"": [-0.37072911010022946, 39.481971624243684], ""type"": ""Point""}";39.481971624243684, -0.37072911010022946
Led;;;1325;ALBORAYA - POETA BODRIA;117190;"{""coordinates"": [-0.3713312444049992, 39.48075113475669], ""type"": ""Point""}";39.48075113475669, -0.3713312444049992
Led;;;1328;DOLORES MARQUES - VALLADOLID;117192;"{""coordinates"": [-0.36140265065283667, 39.489595768518015], ""type"": ""Point""}";39.489595768518015, -0.36140265065283667
Led;;;1403;BLASCO IBACEZ - ALMELA Y VIVES;117196;"{""coordinates"": [-0.35829173953602966, 39.47710047714756], ""type"": ""Point""}";39.47710047714756, -0.35829173953602966
Led;;;1406;BLASCO IBACEZ - JAIME ROIG;117199;"{""coordinates"": [-0.36491799833166444, 39.47919925148668], ""type"": ""Point""}";39.47919925148668, -0.36491799833166444
Led;;;1407;ARTES GRAFICAS - SEVERO OCHOA;117200;"{""coordinates"": [-0.36428425960634603, 39.47686475994875], ""type"": ""Point""}";39.47686475994875, -0.36428425960634603
Led;;;1409;BLASCO IBAIEZ - GENERAL ELIO;117202;"{""coordinates"": [-0.3661688384431095, 39.4792793197393], ""type"": ""Point""}";39.4792793197393, -0.3661688384431095
Led;;;1411;GENERAL ELIO - PTE. DEL REAL;117204;"{""coordinates"": [-0.3679844621588608, 39.47724997100879], ""type"": ""Point""}";39.47724997100879, -0.3679844621588608
Led;;;1415;GOMEZ FERRER - MENENDEZ PELAYO;117207;"{""coordinates"": [-0.3611291337668481, 39.479342724818736], ""type"": ""Point""}";39.479342724818736, -0.3611291337668481
Led;;;1416;GOMEZ FERRER - ALVARO DE BAZAN;117208;"{""coordinates"": [-0.3608573076865442, 39.48051174479431], ""type"": ""Point""}";39.48051174479431, -0.3608573076865442
Led;;;1417;PRIMADO REIG - GOMEZ FERRER;117209;"{""coordinates"": [-0.35980094888543596, 39.48140547080553], ""type"": ""Point""}";39.48140547080553, -0.35980094888543596
Led;;;1420;PRIMADO REIG - OP.. CVVERA;117212;"{""coordinates"": [-0.35849142186053645, 39.480439609606606], ""type"": ""Point""}";39.480439609606606, -0.35849142186053645
Led;;;1431;SUECIA - MICER MASCO;117223;"{""coordinates"": [-0.35965983648586936, 39.4741228222676], ""type"": ""Point""}";39.4741228222676, -0.35965983648586936
Led;;;1434;PARQUE INFANTIL DE TRAFICO DE VIVEROS;117225;"{""coordinates"": [-0.36709768903421947, 39.48010764520102], ""type"": ""Point""}";39.48010764520102, -0.36709768903421947
Led;;;1501;EDUARDO BOSCA - ISLAS CANARIAS;117227;"{""coordinates"": [-0.35670328464448886, 39.46632518335109], ""type"": ""Point""}";39.46632518335109, -0.35670328464448886
Led;;;1503;CARDENAL BENLLOCH - SANCHO TELLO;117229;"{""coordinates"": [-0.35566714159642543, 39.46922135414352], ""type"": ""Point""}";39.46922135414352, -0.35566714159642543
Led;;;1505;CARDENAL BENLLOCH - JUSTO Y PASTOR;117231;"{""coordinates"": [-0.35449707629223304, 39.47151132811545], ""type"": ""Point""}";39.47151132811545, -0.35449707629223304
Led;;;1507;ISLAS CANARIAS - SENDA SENENT;117233;"{""coordinates"": [-0.35826042976424216, 39.46697823235076], ""type"": ""Point""}";39.46697823235076, -0.35826042976424216
Led;;;1508;CARDENAL BENLLOCH - CARAVACA;117234;"{""coordinates"": [-0.3536119484638027, 39.47261483775182], ""type"": ""Point""}";39.47261483775182, -0.3536119484638027
Led;;;1511;CLARIANO - PALANCIA;117237;"{""coordinates"": [-0.3512618688731449, 39.477653134929405], ""type"": ""Point""}";39.477653134929405, -0.3512618688731449
Led;;;1512;ALAMEDA - EDUARDO BOSCA;117238;"{""coordinates"": [-0.35875089346037725, 39.46420134380268], ""type"": ""Point""}";39.46420134380268, -0.35875089346037725
Led;;;1515;CLARIANO - ALBALAT DELS TARONGERS;117241;"{""coordinates"": [-0.35103626049144815, 39.47813941965805], ""type"": ""Point""}";39.47813941965805, -0.35103626049144815
Led;;;1523;PL. REYES PROSPER;117244;"{""coordinates"": [-0.3602421372387552, 39.47290121906493], ""type"": ""Point""}";39.47290121906493, -0.3602421372387552
Led;;;1525;ARAGON - SANCHO TELLO;117246;"{""coordinates"": [-0.3584626033014894, 39.47054940163325], ""type"": ""Point""}";39.47054940163325, -0.3584626033014894
Led;;;1529;ARAGON - OP. SANCHO TELLO;117248;"{""coordinates"": [-0.35850848460096646, 39.470562516296575], ""type"": ""Point""}";39.470562516296575, -0.35850848460096646
Led;;;0211;COLON - ISABEL LA CATOLICA;117251;"{""coordinates"": [-0.37111890933355857, 39.469842910174506], ""type"": ""Point""}";39.469842910174506, -0.37111890933355857
Led;;;0217;SORNI - CONDE DE SALVATIERRA DE ALAVA;117255;"{""coordinates"": [-0.3686206373165555, 39.4701684309939], ""type"": ""Point""}";39.4701684309939, -0.3686206373165555
Led;;;0218;SORNI - GRABADOR ESTEVE;117256;"{""coordinates"": [-0.3671613809024101, 39.47016988324338], ""type"": ""Point""}";39.47016988324338, -0.3671613809024101
Led;;;0222;PAZ - COMEDIAS;117260;"{""coordinates"": [-0.37230616886310697, 39.47325058053941], ""type"": ""Point""}";39.47325058053941, -0.37230616886310697
Led;;;0223;PAZ - MARQUES DE DOS AGUAS;117261;"{""coordinates"": [-0.3743766993128159, 39.47348647521936], ""type"": ""Point""}";39.47348647521936, -0.3743766993128159
Led;;;0225;PL. SAN VICENTE FERRER;117262;"{""coordinates"": [-0.37224334937513937, 39.473820046916956], ""type"": ""Point""}";39.473820046916956, -0.37224334937513937
Led;;;0318;MAESTRO AGUILAR - PEDRO III EL GRANDE;117265;"{""coordinates"": [-0.37066017021043757, 39.461934881919184], ""type"": ""Point""}";39.461934881919184, -0.37066017021043757
Led;;;0319;PL. BARON DE CORTES;117266;"{""coordinates"": [-0.37118778363794347, 39.46236779886281], ""type"": ""Point""}";39.46236779886281, -0.37118778363794347
Led;;;0321;REINO DE VALENCIA - PINTOR SALVADOR ABRIL;117268;"{""coordinates"": [-0.3711973471236268, 39.46460814298586], ""type"": ""Point""}";39.46460814298586, -0.3711973471236268
Led;;;0327;PEDRO III EL GRANDE - PINTOR SALVADOR ABRIL;117271;"{""coordinates"": [-0.36999318319898494, 39.46234833838108], ""type"": ""Point""}";39.46234833838108, -0.36999318319898494
Led;;;0331;MARQUES DEL TURIA - REINO DE VALENCIA;117273;"{""coordinates"": [-0.3733949384562533, 39.46512376714039], ""type"": ""Point""}";39.46512376714039, -0.3733949384562533
Led;;;0402;JACINTO BENAVENTE - MESTRE RACIONAL;117275;"{""coordinates"": [-0.36140510575795287, 39.463899753779074], ""type"": ""Point""}";39.463899753779074, -0.36140510575795287
Led;;;0404;ALCALDE REIG - REINO DE VALENCIA;117277;"{""coordinates"": [-0.3609413169603635, 39.46239754827361], ""type"": ""Point""}";39.46239754827361, -0.3609413169603635
Led;;;0405;AV. DEL PROFESSOR LOPEZ PILERO - AVDA. DE LA PLATA;117278;"{""coordinates"": [-0.35854371137797053, 39.45844858074152], ""type"": ""Point""}";39.45844858074152, -0.35854371137797053
Led;;;0412;REINO DE VALENCIA - MATIAS PERELLO;117283;"{""coordinates"": [-0.3641280665328917, 39.46294634470294], ""type"": ""Point""}";39.46294634470294, -0.3641280665328917
Led;;;0420;REINO DE VALENCIA - MAESTRO SERRANO;117290;"{""coordinates"": [-0.36919583068900425, 39.46388349793719], ""type"": ""Point""}";39.46388349793719, -0.36919583068900425
Led;;;0421;JOAQUIN COSTA - REINA DONA GERMANA;117291;"{""coordinates"": [-0.36589253723651216, 39.464003353321964], ""type"": ""Point""}";39.464003353321964, -0.36589253723651216
Led;;;0422;REINA DONA GERMANA - CISCAR;117292;"{""coordinates"": [-0.3645639809520697, 39.46428673881025], ""type"": ""Point""}";39.46428673881025, -0.3645639809520697
Led;;;0423;ESCULTOR JOSE CAPUZ - LUIS OLIAG;117293;"{""coordinates"": [-0.3624511237164272, 39.46118266485576], ""type"": ""Point""}";39.46118266485576, -0.3624511237164272
Led;;;0424;PEDRO ALEIXANDRE - ESCULTOR JOSE CAPUZ;117294;"{""coordinates"": [-0.3611621673975762, 39.459708755599294], ""type"": ""Point""}";39.459708755599294, -0.3611621673975762
Led;;;0426;REINO DE VALENCIA - DUQUE DE CALABRIA;117296;"{""coordinates"": [-0.366304634436043, 39.4632215410313], ""type"": ""Point""}";39.4632215410313, -0.366304634436043
