objectid;Código;Bocas;Situación;Estado;Tipo calle;Calle;Número;APERTURA;M_DERECHA;M_INFERIOR;M_IZQUIERDA;OPERATIVO;geo_shape;geo_point_2d
2667;H1261;3 O 70;U;O;C;Encarna Albarracin (Indumentarista);Pares;D;;1.0;;S;"{""coordinates"": [-0.38944049479381304, 39.496934774745306], ""type"": ""Point""}";39.496934774745306, -0.38944049479381304
2668;H1260;3 O 70;U;O;C;Carlos Climent González (Jurista);Pares;D;;1.0;;S;"{""coordinates"": [-0.3911484888053974, 39.49564488170435], ""type"": ""Point""}";39.49564488170435, -0.3911484888053974
2669;H1259;3 O 70;U;O;Avd;HERMANOS MACHADO;159 Acc;D;;1.0;;S;"{""coordinates"": [-0.38809128466159176, 39.49873528936567], ""type"": ""Point""}";39.49873528936567, -0.38809128466159176
2671;H1257;3 O 70;U;O;C;Manuel Melia i Fuster (Don Pio);10;D;;1.0;;S;"{""coordinates"": [-0.3905768110321063, 39.49728869691733], ""type"": ""Point""}";39.49728869691733, -0.3905768110321063
2673;H1254;3 O 70;U;O;C;Manuel Melia i Fuster (Don Pio);Impares;D;;1.0;;S;"{""coordinates"": [-0.39067796053763193, 39.498198441249045], ""type"": ""Point""}";39.498198441249045, -0.39067796053763193
2675;H1251;3 O 70;U;O;C;SALVADOR CERVERO;14 Acc;D;;1.0;;S;"{""coordinates"": [-0.3908383555146037, 39.498826667117086], ""type"": ""Point""}";39.498826667117086, -0.3908383555146037
2680;H1475;3 O 70;U;O;Cno.;SIERRA DE AGULLENT;7;D;;15.0;15.0;S;"{""coordinates"": [-0.3969267236128834, 39.494455957744705], ""type"": ""Point""}";39.494455957744705, -0.3969267236128834
2681;H1221;3 O 70;U;O;Cno.;PUNTA AL MAR, LA;40;D;;1.5;;S;"{""coordinates"": [-0.3353384651853718, 39.444826763771474], ""type"": ""Point""}";39.444826763771474, -0.3353384651853718
2684;H1218;3 O 70;U;O;C;PROFESSOR ERNEST LLUCH;Impares;D;;0.5;;S;"{""coordinates"": [-0.34079973479100206, 39.47777723354341], ""type"": ""Point""}";39.47777723354341, -0.34079973479100206
2691;H1079;3 O 70;U;O;C;Arturo Ballester (Pares);s/n;D;;1.5;;S;"{""coordinates"": [-0.40427936912321505, 39.48474980571482], ""type"": ""Point""}";39.48474980571482, -0.40427936912321505
2694;H1187;1 O 70;U;O;C;PEAÑA;3;D;4.0;;;S;"{""coordinates"": [-0.3393987479027459, 39.46386927447567], ""type"": ""Point""}";39.46386927447567, -0.3393987479027459
2712;H620;3 O 70;U;O;C;ANTONIO FERRANDIS (ACTOR);4;D;;;;S;"{""coordinates"": [-0.35828950752852917, 39.450884156870856], ""type"": ""Point""}";39.450884156870856, -0.35828950752852917
2713;H614;3 O 70;U;O;C;RICARDO MUÑOZ SUAY (CINEASTA);Impares;D;;;;S;"{""coordinates"": [-0.35944256908431665, 39.451926488601124], ""type"": ""Point""}";39.451926488601124, -0.35944256908431665
2714;H615;3 O 70;U;O;C;RICARDO MUÑOZ SUAY (CINEASTA);4;D;;;;S;"{""coordinates"": [-0.35736968193531105, 39.45312453439722], ""type"": ""Point""}";39.45312453439722, -0.35736968193531105
3290;H1110;3 O 70;U;O;Cno.;CABAÑAL;s/n;D;;1.0;;S;"{""coordinates"": [-0.3386627023730043, 39.47403698860269], ""type"": ""Point""}";39.47403698860269, -0.3386627023730043
3330;H932;3 O 70;U;O;Avd;"MAESTRO RODRIGO ""MUSICO""";42 Acc;D;;1.0;;S;"{""coordinates"": [-0.402398144011564, 39.48454536555475], ""type"": ""Point""}";39.48454536555475, -0.402398144011564
3337;H33;3 O 70;U;O;AV;CAMPANAR;106;D;;5.0;;S;"{""coordinates"": [-0.39393108737147725, 39.47967486867001], ""type"": ""Point""}";39.47967486867001, -0.39393108737147725
3350;H669;3 O 70;U;O;C;Professor Francisco Tomas y Valiente;s/n;D;;0.5;;S;"{""coordinates"": [-0.34421084182766143, 39.478747388325644], ""type"": ""Point""}";39.478747388325644, -0.34421084182766143
3353;H386;3 O 70;U;O;C;ALBALAT DELS TARONGERS;30 Acc;D;;2.79999995;;S;"{""coordinates"": [-0.34729490177018835, 39.47816563589283], ""type"": ""Point""}";39.47816563589283, -0.34729490177018835
3360;H365;3 O 70;U;O;C;CONVENTO DE SAN FRANCISCO;8;D;;1.0;;S;"{""coordinates"": [-0.37782246563767735, 39.468560386086985], ""type"": ""Point""}";39.468560386086985, -0.37782246563767735
3367;H80;3 O 70;U;O;PL;AYUNTAMIENTO;20 Acc;D;;4.0;1.5;S;"{""coordinates"": [-0.3760062904191751, 39.470485697553706], ""type"": ""Point""}";39.470485697553706, -0.3760062904191751
3413;H358;3 O 70;U;O;C;VIRGEN DE LA MISERICORDIA;Pares;D;;1.0;;S;"{""coordinates"": [-0.38312542641761377, 39.47680418434888], ""type"": ""Point""}";39.47680418434888, -0.38312542641761377
2310;H1515;3 O 70;U;O;Cno.;Canal;s/n;D;;1.0;;S;"{""coordinates"": [-0.3357024884478466, 39.44396147418662], ""type"": ""Point""}";39.44396147418662, -0.3357024884478466
2335;H1213;3 O 70;U;O;Passeig;NEPTUNO;2;D;;2.0;;S;"{""coordinates"": [-0.3235146911129901, 39.46314125143864], ""type"": ""Point""}";39.46314125143864, -0.3235146911129901
2339;H1300;3 O 70;U;O;;EP entrada Faba;6;D;;1.0;;S;"{""coordinates"": [-0.3616270206865296, 39.450744711874464], ""type"": ""Point""}";39.450744711874464, -0.3616270206865296
2382;H1313;3 O 70;U;O;Avd;FERIAS, DE LAS;s/n;D;;0.5;;S;"{""coordinates"": [-0.42746838261522424, 39.502672257388404], ""type"": ""Point""}";39.502672257388404, -0.42746838261522424
2392;H1432;3 O 70;U;O;Avd;José Roca i Coll;Impares;D;;1.5;;S;"{""coordinates"": [-0.39641113520680643, 39.456943415849345], ""type"": ""Point""}";39.456943415849345, -0.39641113520680643
2394;H1439;3 O 70;U;O;Avd;José Roca i Coll;14;D;;1.5;;S;"{""coordinates"": [-0.39688529013125884, 39.4583615781274], ""type"": ""Point""}";39.4583615781274, -0.39688529013125884
2405;H1347;3 O 70;U;O;C;Suïssa;s/n;D;;1.0;;S;"{""coordinates"": [-0.33742375827690246, 39.45337015460124], ""type"": ""Point""}";39.45337015460124, -0.33742375827690246
2407;H1349;3 O 70;U;O;;DELS LLAURADORS;5 ACC;D;;1.0;;S;"{""coordinates"": [-0.339900191070775, 39.451789482334824], ""type"": ""Point""}";39.451789482334824, -0.339900191070775
2545;Z317;3 O 70;F;O;;CV-500 pk 11 + 700;-;D;;;;S;"{""coordinates"": [-0.31390585461233683, 39.33313780883042], ""type"": ""Point""}";39.33313780883042, -0.31390585461233683
7377;H1631;3 O 70;U;O;Calle;Mariano De Cavia esq C/Nicolau Primitiu;;I;;;;S;"{""coordinates"": [-0.40144337651851303, 39.453642280695334], ""type"": ""Point""}";39.453642280695334, -0.40144337651851303
7380;H1617;3 O 70;U;O;Calle;Gabriel Bernat Condomina;S/N;D;;;;S;"{""coordinates"": [-0.3601730623371647, 39.491229958962535], ""type"": ""Point""}";39.491229958962535, -0.3601730623371647
4011;H1695;3 O 70;U;O;Calle;del Forners de Castellar;s/n;D;;;;S;"{""coordinates"": [-0.38078679887739164, 39.43899940991325], ""type"": ""Point""}";39.43899940991325, -0.38078679887739164
8033;H1739;3 O 70;U;O;Av;Fernando Abril Martorel 28l esq Vicent Miguel Carceller;;D;;;;S;"{""coordinates"": [-0.37677436095537625, 39.445865346821336], ""type"": ""Point""}";39.445865346821336, -0.37677436095537625
2410;H883;1 O 70;U;O;C;PIO IX;Pares;D;;;;S;"{""coordinates"": [-0.39241846920550266, 39.44744131346405], ""type"": ""Point""}";39.44744131346405, -0.39241846920550266
2416;H1410;3 O 70;U;O;Plz.;MARIANO BENLLIURE;9;D;;2.0;;S;"{""coordinates"": [-0.3762140574012968, 39.47263286940093], ""type"": ""Point""}";39.47263286940093, -0.3762140574012968
2419;H1506;3 O 70;U;O;C;CASTILLO DE CORBERA;Pares;D;;2.0;;N;"{""coordinates"": [-0.3935292286192491, 39.43664399730219], ""type"": ""Point""}";39.43664399730219, -0.3935292286192491
2430;H1334;3 O 70;U;O;Avd;Alcalde Gisbert Rico;s/n;D;;2.0;;S;"{""coordinates"": [-0.3630312833076468, 39.45259686321412], ""type"": ""Point""}";39.45259686321412, -0.3630312833076468
2431;H1574;1 O 70;U;O;C;JOSE AGUIRRE;20;D;;1.60000002;;S;"{""coordinates"": [-0.33612008800735643, 39.46203591969931], ""type"": ""Point""}";39.46203591969931, -0.33612008800735643
2995;H718;3 O 70;U;O;C;LUIS GARCIA-BERLANGA ´DIRECTOR CINEMA´;44 Acc;D;;1.0;1.0;S;"{""coordinates"": [-0.3433040682770781, 39.45522013434195], ""type"": ""Point""}";39.45522013434195, -0.3433040682770781
2999;H1132;3 O 70;U;O;C;LUIS BOLINCHES COMPAÑ ´ESCULTOR´;23;D;;4.0;;S;"{""coordinates"": [-0.34442753755512034, 39.457336097144974], ""type"": ""Point""}";39.457336097144974, -0.34442753755512034
3005;H546;3 O 70;P;O;C;PRINCIPAL;3;I;1.0;1.0;;S;"{""coordinates"": [-0.36230918849624777, 39.43294144910479], ""type"": ""Point""}";39.43294144910479, -0.36230918849624777
3013;H695;3 O 70;U;O;Avd;GAVIOTAS;s/n;D;;1.5;;S;"{""coordinates"": [-0.2962787984770876, 39.30674905368847], ""type"": ""Point""}";39.30674905368847, -0.2962787984770876
2661;H1267;3 O 70;U;O;Avd;HERMANOS MACHADO;s/n;D;;1.0;;S;"{""coordinates"": [-0.3913532310734445, 39.50191373576408], ""type"": ""Point""}";39.50191373576408, -0.3913532310734445
2664;H1264;3 O 70;U;O;Avd;LEVANTE;s/n;D;;1.0;;S;"{""coordinates"": [-0.39001438208228617, 39.495508775296145], ""type"": ""Point""}";39.495508775296145, -0.39001438208228617
2878;H580;1 O 70;U;O;C;PIVEROT, EL;22;D;;1.5;;S;"{""coordinates"": [-0.3337163647558064, 39.38457380096306], ""type"": ""Point""}";39.38457380096306, -0.3337163647558064
2881;H999;3 O 70;U;O;C;DELFINES, LOS;86;D;;4.5;;S;"{""coordinates"": [-0.2843766018583142, 39.29149625213796], ""type"": ""Point""}";39.29149625213796, -0.2843766018583142
2882;H688;3 O 70;U;O;C;SIRENA;Imparells;D;;0.5;;S;"{""coordinates"": [-0.28701412158774064, 39.29418898175279], ""type"": ""Point""}";39.29418898175279, -0.28701412158774064
2887;H465;3 O 70;U;O;C;ANTIGA SENDA SENENT;11;I;;0.5;;S;"{""coordinates"": [-0.3583000372716534, 39.46581318078038], ""type"": ""Point""}";39.46581318078038, -0.3583000372716534
2888;H467;3 O 70;U;O;PSO;ALAMEDA;36;D;2.5;0.5;;S;"{""coordinates"": [-0.3590806422306805, 39.46568647569349], ""type"": ""Point""}";39.46568647569349, -0.3590806422306805
2889;H477;3 O 70;U;O;PSO;ALAMEDA;34;I;;2.5;;S;"{""coordinates"": [-0.35985687756680035, 39.4672363439492], ""type"": ""Point""}";39.4672363439492, -0.35985687756680035
2890;H294;3 O 70;U;O;PSO;ALAMEDA;30;I;;1.0;;S;"{""coordinates"": [-0.3597801764543802, 39.46623073521256], ""type"": ""Point""}";39.46623073521256, -0.3597801764543802
2894;H363;3 O 70;U;O;AV;JACINTO BENAVENTE;11y12;D;;1.5;;S;"{""coordinates"": [-0.3633233757722868, 39.4670706817894], ""type"": ""Point""}";39.4670706817894, -0.3633233757722868
3999;H1589;3 O 70;U;O;C;Calle C;s/n;D;;;;S;"{""coordinates"": [-0.3738009324090635, 39.44735181995075], ""type"": ""Point""}";39.44735181995075, -0.3738009324090635
4013;H1634;3 O 70;U;O;Calle;Gonzalo Tejero Langarita cruce con Fausti Valentin Torrejon;s/n;D;;;;S;"{""coordinates"": [-0.3824316104944499, 39.43974499117591], ""type"": ""Point""}";39.43974499117591, -0.3824316104944499
3865;H795;3 O 70;U;O;C;VALLE DE AYORA;31 Acc;D;;;;S;"{""coordinates"": [-0.4005769680816644, 39.495056934730414], ""type"": ""Point""}";39.495056934730414, -0.4005769680816644
3874;H253;3 O 70;U;O;C;ALMISERAT;5-BIS;I;;2.5;;S;"{""coordinates"": [-0.3927024221297954, 39.49277081418645], ""type"": ""Point""}";39.49277081418645, -0.3927024221297954
3860;H1123;3 O 70;U;O;C;COSTERA, LA;2;D;;2.5;;S;"{""coordinates"": [-0.4004819363786352, 39.49362676058898], ""type"": ""Point""}";39.49362676058898, -0.4004819363786352
3861;H897;3 O 70;U;O;C;VALLE DE AYORA;27;D;;2.5;;S;"{""coordinates"": [-0.39977418052174674, 39.49396698824414], ""type"": ""Point""}";39.49396698824414, -0.39977418052174674
3890;H610;3 O 70;U;O;C;RICARDO MICO;Pares;D;;2.0;;S;"{""coordinates"": [-0.38755271668173047, 39.48210935469012], ""type"": ""Point""}";39.48210935469012, -0.38755271668173047
3904;H1551;3 O 70;U;O;;Puerto Autonomo;;D;;;;S;"{""coordinates"": [-0.32464390291777845, 39.46177007904224], ""type"": ""Point""}";39.46177007904224, -0.32464390291777845
4050;H1690;3 O 70;U;O;Calle;en proyecto sector fuente san luis;s/n;D;;;;S;"{""coordinates"": [-0.3718112068325484, 39.43952257153827], ""type"": ""Point""}";39.43952257153827, -0.3718112068325484
4051;H1700;3 O 70;U;O;Calle;del Forners de Castellar;s/n;D;;;;S;"{""coordinates"": [-0.37199396267315593, 39.43788816960653], ""type"": ""Point""}";39.43788816960653, -0.37199396267315593
4070;H1553;3 O 70;U;O;Avd;Peris i Valero;193 Acc;D;;;;S;"{""coordinates"": [-0.3612642180870289, 39.46317306845497], ""type"": ""Point""}";39.46317306845497, -0.3612642180870289
4155;H1562;3 O 70;U;O;Avd;Albereda;58;D;3.0;1.0;;S;"{""coordinates"": [-0.3444580506229072, 39.45506344933338], ""type"": ""Point""}";39.45506344933338, -0.3444580506229072
4160;H1612;3 O 70;U;O;Calle;Reus;28;D;;;;S;"{""coordinates"": [-0.3806748981015934, 39.48561783080742], ""type"": ""Point""}";39.48561783080742, -0.3806748981015934
4169;H1619;1 O 70;P;O;C;PALMA DE GANDIA;;I;;;;S;"{""coordinates"": [-0.38435856981741523, 39.52894422984297], ""type"": ""Point""}";39.52894422984297, -0.38435856981741523
3953;H1306;3 O 70;U;O;C;ANGEL VILLENA;s/n;D;;2.0;;S;"{""coordinates"": [-0.36501258039559287, 39.44958315691742], ""type"": ""Point""}";39.44958315691742, -0.36501258039559287
4026;H1379;1 O 70;P;O;C;L'HORT DE L'ESCALA;2;D;;1.0;;S;"{""coordinates"": [-0.4093067599189479, 39.53781432725231], ""type"": ""Point""}";39.53781432725231, -0.4093067599189479
4036;H1406;3 O 70;U;O;Avd;PUERTO;97;D;;5.0;0.5;S;"{""coordinates"": [-0.35005744618174567, 39.46527774759099], ""type"": ""Point""}";39.46527774759099, -0.35005744618174567
4042;H1465;3 O 70;U;O;Avd;Fernando Abril Martorell;s/n;D;;2.0;15.0;S;"{""coordinates"": [-0.37688740179965236, 39.44438656096974], ""type"": ""Point""}";39.44438656096974, -0.37688740179965236
3972;H1473;3 O 70;U;O;C;JOSE MARIA HARO;54;D;;1.0;;S;"{""coordinates"": [-0.3361663512317255, 39.47333784589509], ""type"": ""Point""}";39.47333784589509, -0.3361663512317255
3980;H1420;3 O 70;U;O;Avd;CATALUÑA;Pares;D;;1.0;;S;"{""coordinates"": [-0.3507847951043333, 39.48090459836494], ""type"": ""Point""}";39.48090459836494, -0.3507847951043333
4205;H1501;3 O 70;U;O;C;Ep la Torre Sector A;s/n;D;;2.0;;S;"{""coordinates"": [-0.39526873772731813, 39.43060348128328], ""type"": ""Point""}";39.43060348128328, -0.39526873772731813
4208;H1495;3 O 70;U;O;C;Ignacio Hernández Hervás;1 B;D;;1.0;;S;"{""coordinates"": [-0.3981717280258605, 39.434488274606515], ""type"": ""Point""}";39.434488274606515, -0.3981717280258605
4219;H1374;3 O 70;U;O;C;MICER MASCO;Impares;D;;1.5;;S;"{""coordinates"": [-0.3647079312160192, 39.476177179750906], ""type"": ""Point""}";39.476177179750906, -0.3647079312160192
4220;H1292;3 O 70;U;O;Avd;CARLOS MARX;77-79;D;;1.0;;S;"{""coordinates"": [-0.3825622444714744, 39.43261336691661], ""type"": ""Point""}";39.43261336691661, -0.3825622444714744
4221;H698;3 O 70;P;O;Avd;BLASCO IBAÑEZ;Pares;D;;2.0;;S;"{""coordinates"": [-0.36361725646979876, 39.47814891928574], ""type"": ""Point""}";39.47814891928574, -0.36361725646979876
4224;H1557;3 O 70;U;O;C;Entrada Romualdo;S/N;D;;;;S;"{""coordinates"": [-0.3302593669213629, 39.398434649079775], ""type"": ""Point""}";39.398434649079775, -0.3302593669213629
4225;H1227;1 O 70;U;O;C;MOLINA DEL PALAU;4;D;;1.0;2.0;S;"{""coordinates"": [-0.37066101080459163, 39.454718452595216], ""type"": ""Point""}";39.454718452595216, -0.37066101080459163
4232;H1396;3 O 70;U;O;C;PEDRO CABANES;109;I;;2.0;;S;"{""coordinates"": [-0.3822960411494596, 39.493352853262415], ""type"": ""Point""}";39.493352853262415, -0.3822960411494596
4238;H1507;1 O 70;U;O;C;POETA LIERN;16;D;;5.0;1.0;S;"{""coordinates"": [-0.3706259599475774, 39.474845444901504], ""type"": ""Point""}";39.474845444901504, -0.3706259599475774
4083;H1467;3 O 70;U;O;Avd;Fernando Abril Martorell;s/n;D;;1.0;;S;"{""coordinates"": [-0.37412279353812944, 39.44231878033228], ""type"": ""Point""}";39.44231878033228, -0.37412279353812944
4086;H1477;3 O 70;P;O;Avd;PUERTO;167;D;;5.0;;S;"{""coordinates"": [-0.3444065407768477, 39.4636022310314], ""type"": ""Point""}";39.4636022310314, -0.3444065407768477
4088;H1479;3 O 70;U;O;Avd;PUERTO;258 ac;D;;2.0;;S;"{""coordinates"": [-0.3392233147291185, 39.46179667682898], ""type"": ""Point""}";39.46179667682898, -0.3392233147291185
4099;H1620;1 O 70;P;O;C;VENTA DEL MORO-PALMA DE GANDIA;;D;;;;S;"{""coordinates"": [-0.3843511853576098, 39.529548018223565], ""type"": ""Point""}";39.529548018223565, -0.3843511853576098
4100;H1621;1 O 70;P;O;C;LLOSA DEL BISBE;31;I;;;;S;"{""coordinates"": [-0.38496011744057024, 39.52921435981282], ""type"": ""Point""}";39.52921435981282, -0.38496011744057024
4116;H1563;3 O 70;U;O;C;Senyera;Imparells;D;1.0;2.0;;S;"{""coordinates"": [-0.3637404313216433, 39.45850373138891], ""type"": ""Point""}";39.45850373138891, -0.3637404313216433
2444;H1375;3 O 70;P;O;Trv.;PINEDO AL MAR;s/n;D;;0.5;2.0;S;"{""coordinates"": [-0.33541460622984964, 39.42193194425014], ""type"": ""Point""}";39.42193194425014, -0.33541460622984964
3093;H17;3 O 70;U;O;PL;REINA;--;D;4.5;2.0;;S;"{""coordinates"": [-0.37511556931628715, 39.47404274851447], ""type"": ""Point""}";39.47404274851447, -0.37511556931628715
2758;Z110;3 O 70;F;O;Passeig;FRANCISCO LOZANO 3;;D;;1.0;;S;"{""coordinates"": [-0.32571849655921026, 39.38286033019262], ""type"": ""Point""}";39.38286033019262, -0.32571849655921026
2610;H1202;1 O 70;U;O;C;ACTOR LLORENS;11;D;;0.5;;S;"{""coordinates"": [-0.35513427269607745, 39.46754874921779], ""type"": ""Point""}";39.46754874921779, -0.35513427269607745
2488;H1051;3 O 70;U;O;C;Eduardo Primo Yúfera;s/n;D;;0.5;;S;"{""coordinates"": [-0.34481119268955174, 39.45338404853606], ""type"": ""Point""}";39.45338404853606, -0.34481119268955174
