TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2014M01;2.709
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M12;2.596
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M11;2.828
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M10;3.520
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M09;3.280
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M08;3.272
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M07;3.600
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M06;3.353
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M05;3.484
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M04;3.179
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M03;2.856
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M02;2.627
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2013M01;2.759
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M12;2.577
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M11;2.826
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M10;3.479
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M09;3.316
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M08;3.312
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M07;3.550
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M06;3.480
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M05;3.543
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M04;3.010
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M03;3.100
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M02;2.851
Transporte urbano regular por autobús;07040 Palma;Viajeros transportados;2012M01;2.880
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M12;7.085
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M11;7.623
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M10;7.579
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M09;6.484
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M08;3.931
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M07;4.889
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M06;5.402
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M05;6.935
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M04;7.525
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M03;7.402
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M02;6.006
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2023M01;5.873
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M12;5.988
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M11;6.517
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M10;6.569
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M09;5.713
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M08;3.376
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M07;4.098
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M06;5.402
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M05;6.479
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M04;6.167
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M03;6.264
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M02;5.160
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2022M01;4.792
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M12;5.368
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M11;6.014
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M10;5.866
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M09;4.866
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M08;2.937
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M07;3.808
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M06;4.463
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M05;4.489
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M04;4.223
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M03;4.401
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M02;3.490
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2021M01;3.474
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M12;3.878
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M11;3.706
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M10;4.445
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M09;3.823
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M08;2.713
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M07;3.359
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M06;2.901
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M05;1.362
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M04;543
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M03;3.490
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M02;7.084
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2020M01;7.105
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M12;7.180
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M11;7.516
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M10;8.166
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M09;6.443
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M08;4.182
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M07;5.596
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M06;6.605
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M05;8.514
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M04;7.619
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M03;7.648
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M02;6.808
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2019M01;7.086
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M12;7.011
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M11;7.335
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M10;7.634
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M09;6.042
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M08;3.835
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M07;5.185
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M06;6.411
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M05;7.174
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M04;7.825
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M03;7.221
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M02;6.452
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2018M01;6.611
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M12;6.681
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M11;7.196
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M10;7.285
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M09;6.141
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M08;3.879
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M07;4.913
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M06;6.187
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M05;7.543
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M04;7.270
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M03;7.468
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M02;6.218
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2017M01;6.401
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M12;6.924
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M11;7.203
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M10;6.959
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M09;6.239
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M08;3.854
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M07;4.871
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M06;6.338
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M05;6.738
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M04;7.774
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M03;7.368
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M02;6.525
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2016M01;6.414
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M12;6.959
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M11;6.971
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M10;7.198
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M09;6.254
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M08;3.799
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M07;5.122
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M06;6.246
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M05;6.893
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M04;7.575
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M03;7.433
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M02;6.269
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2015M01;6.339
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M12;6.877
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M11;6.812
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M10;7.344
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M09;6.197
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M08;3.682
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M07;5.302
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M06;6.200
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M05;7.509
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M04;7.216
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M03;7.080
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M02;6.166
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2014M01;6.595
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M12;6.584
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M11;6.807
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M10;7.468
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M09;5.923
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M08;3.557
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M07;5.144
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M06;6.200
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M05;7.103
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M04;7.428
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M03;6.508
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M02;5.863
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2013M01;6.254
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M12;6.241
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M11;6.378
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M10;7.050
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M09;5.620
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M08;3.623
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M07;5.005
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M06;6.025
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M05;6.842
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M04;7.022
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M03;7.069
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M02;6.174
Transporte urbano regular por autobús;41091 Sevilla;Viajeros transportados;2012M01;6.398
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M12;8.612
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M11;9.451
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M10;9.349
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M09;8.542
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M08;6.338
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M07;7.988
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M06;8.897
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M05;9.095
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M04;7.576
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M03;9.026
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M02;7.525
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2023M01;7.371
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M12;7.210
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M11;7.644
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M10;7.453
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M09;6.997
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M08;5.062
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M07;6.226
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M06;6.815
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M05;6.991
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M04;5.794
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M03;6.509
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M02;5.179
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2022M01;5.083
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M12;5.681
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M11;6.264
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M10;6.128
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M09;5.700
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M08;4.006
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M07;5.013
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M06;5.403
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M05;5.195
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M04;4.119
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M03;4.309
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M02;3.285
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2021M01;3.316
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M12;4.579
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M11;4.539
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M10;4.755
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M09;4.566
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M08;3.314
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M07;4.348
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M06;3.503
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M05;1.463
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M04;568
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M03;3.836
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M02;8.359
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2020M01;8.021
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M12;8.198
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M11;8.637
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M10;9.163
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M09;8.012
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M08;5.575
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M07;7.868
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M06;8.151
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M05;8.927
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M04;7.611
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M03;8.674
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M02;7.891
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2019M01;8.202
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M12;8.100
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M11;8.588
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M10;8.679
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M09;7.877
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M08;5.533
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M07;7.715
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M06;8.458
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M05;8.948
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M04;7.798
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M03;8.439
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M02;7.919
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2018M01;8.078
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M12;7.769
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M11;8.657
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M10;8.605
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M09;8.000
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M08;5.394
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M07;7.420
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M06;8.517
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M05;8.930
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M04;7.131
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M03;9.196
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M02;8.046
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2017M01;7.814
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M12;7.885
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M11;8.535
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M10;8.653
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M09;8.088
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M08;5.327
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M07;7.280
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M06;8.301
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M05;8.568
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M04;7.904
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M03;7.726
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M02;7.236
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2016M01;7.222
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M12;7.552
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M11;7.902
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M10;7.935
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M09;7.378
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M08;4.684
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M07;7.008
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M06;7.823
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M05;7.944
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M04;7.104
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M03;8.007
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M02;7.309
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2015M01;7.297
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M12;7.632
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M11;7.642
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M10;8.234
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M09;7.351
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M08;4.460
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M07;6.922
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M06;7.522
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M05;7.944
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M04;7.059
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M03;7.960
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M02;7.332
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2014M01;7.470
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2013M12;7.327
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2013M11;7.546
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2013M10;8.094
Transporte urbano regular por autobús;46250 València;Viajeros transportados;2013M09;7.012
