geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.49133280625056, -0.37981154924154775;"{""coordinates"": [[[-0.37921567110733, 39.49122528417838], [-0.380191764226879, 39.49100237340665], [-0.38036507937086, 39.49146839787709], [-0.379465832791272, 39.49165202261652], [-0.37921567110733, 39.49122528417838]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;126;4410.621;;;;;;;;;;;
39.49084077378046, -0.382344424617692;"{""coordinates"": [[[-0.38208185594812, 39.49040964881947], [-0.382273262237341, 39.49036943068984], [-0.382606301039167, 39.49127338155169], [-0.382417775722089, 39.49131441012864], [-0.38208185594812, 39.49040964881947]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;127;1771.378;;;;;;;8.921;;;;
39.49885418459603, -0.3794456654686365;"{""coordinates"": [[[-0.379099503790888, 39.498865485099095], [-0.381112614831187, 39.498416989199725], [-0.381113676623867, 39.49847340352298], [-0.381110224272079, 39.498542918448834], [-0.379524447287446, 39.49893548896056], [-0.379243671257245, 39.498994336341994], [-0.378667050058255, 39.49911518267437], [-0.377925097955083, 39.49921699195833], [-0.377867011447679, 39.4990564809105], [-0.378121189776547, 39.49903417801906], [-0.378583884339155, 39.49896429596621], [-0.379099503790888, 39.498865485099095]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;137;4711.73;629.175;628.537;1320.515;3068.193;3541.806;3438.988;3563.831;2686.343;2099.06;1280.85;
39.4929760443038, -0.388328011769052;"{""coordinates"": [[[-0.388034476405788, 39.49303400286911], [-0.388194204504096, 39.49276282267254], [-0.388622500229637, 39.492915581580974], [-0.388458012563369, 39.49319118862211], [-0.388034476405788, 39.49303400286911]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;141;1352.627;100.0;27.635;197.448;769.872;769.364;639.431;669.364;569.364;197.448;516.121;
39.485512130058126, -0.38959796878482095;"{""coordinates"": [[[-0.389227914877718, 39.48552786925592], [-0.389816000559855, 39.48527867619052], [-0.389970962976264, 39.485491411526816], [-0.389381098113034, 39.48574794449018], [-0.389227914877718, 39.48552786925592]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;143;1590.247;460.389;;317.101;191.592;110.052;18.519;11.092;;11.092;54.509;
39.48542008245013, -0.381884647149085;"{""coordinates"": [[[-0.381727341282525, 39.48497397176083], [-0.381906736316537, 39.48493993910122], [-0.382207029106321, 39.485712137063096], [-0.381641660138896, 39.48567974072217], [-0.381522783406387, 39.48546737347963], [-0.381864317856648, 39.48538005355592], [-0.381727341282525, 39.48497397176083]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;144;2398.469;1960.904;1605.988;1686.711;1607.841;1636.099;1398.13;1526.44;1667.881;1394.317;2012.394;199.517
39.48570968982008, -0.38295017350373245;"{""coordinates"": [[[-0.382820589715098, 39.48569974695184], [-0.383028205290968, 39.485653147611494], [-0.383064024571206, 39.48574782316914], [-0.382831667783023, 39.48574259001046], [-0.382820589715098, 39.48569974695184]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;146;149.177;;;;;;;7.276;;;;
39.427066661386206, -0.36527914769406766;"{""coordinates"": [[[-0.364714270425334, 39.42771506992022], [-0.364836509665045, 39.42636601775698], [-0.365818619502399, 39.42639440857647], [-0.365742951787703, 39.42776910607942], [-0.364714270425334, 39.42771506992022]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;156;13134.192;1239.592;2466.3;2392.237;2895.76;2793.508;163.607;17.807;17.807;30.232;927.999;300.0
39.48672839222724, -0.3853092311293422;"{""coordinates"": [[[-0.385185979224105, 39.48653930953643], [-0.38529167306208, 39.48651584619459], [-0.385433971770543, 39.48691406101413], [-0.385323099509498, 39.48693819442204], [-0.385185979224105, 39.48653930953643]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;160;444.159;;;;;;;;;;;
39.485863332493466, -0.3865955786060888;"{""coordinates"": [[[-0.386351580562142, 39.485741627773564], [-0.386521729192511, 39.485659830692434], [-0.386913426063613, 39.48618853901439], [-0.386351580562142, 39.485741627773564]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;161;582.898;500.706;427.195;319.596;395.299;295.537;378.998;473.316;473.316;546.536;582.898;64.088
39.42758077279199, -0.3624033996135362;"{""coordinates"": [[[-0.362033600752602, 39.427826761957306], [-0.362181777246116, 39.42722844998651], [-0.362773721860945, 39.42733051163341], [-0.362621399320552, 39.4279374851186], [-0.362033600752602, 39.427826761957306]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;173;3552.68;2167.409;2147.398;2237.004;2522.227;2526.418;1742.39;962.634;962.634;1027.656;2127.76;809.311
39.488318000130604, -0.38732673831129316;"{""coordinates"": [[[-0.387124350594659, 39.488339769842035], [-0.387510511923657, 39.48825169189232], [-0.387526878823016, 39.488297229946305], [-0.387142960537037, 39.48838392778946], [-0.387124350594659, 39.488339769842035]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;174;179.61;;;;;;;;;;;
39.48875836276, -0.38707510424893216;"{""coordinates"": [[[-0.386916495070995, 39.488617888825374], [-0.387113484838784, 39.488579783625696], [-0.387231556536218, 39.48890543883825], [-0.387117393919577, 39.48893344579133], [-0.387019173708448, 39.48889933518452], [-0.386916495070995, 39.488617888825374]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;175;642.326;;;;;;;;;;;
39.45303805745829, -0.3375100222737968;"{""coordinates"": [[[-0.33803229119263, 39.45307255307257], [-0.337029570559626, 39.45320053670835], [-0.337052092528118, 39.45315380268713], [-0.337085611815968, 39.45310369280672], [-0.337127117194908, 39.45305731804826], [-0.337175938325098, 39.45301543599653], [-0.337231264502292, 39.45297873705804], [-0.337292189532109, 39.45294782567027], [-0.33735770978507, 39.452923210348644], [-0.337426760668155, 39.452905291909985], [-0.337498196714516, 39.452894367521765], [-0.33757084919304, 39.45289061310355], [-0.337643526993234, 39.45289409055474], [-0.337715032774886, 39.45290475082726], [-0.337784196641618, 39.452922404066804], [-0.33784987524186, 39.452946773644825], [-0.337911003201323, 39.45297745769758], [-0.337966562283207, 39.453013945535645], [-0.338015652582637, 39.453055639994446], [-0.33803229119263, 39.45307255307257]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;176;1683.39;262.021;;379.606;588.721;1052.828;887.042;100.0;200.0;100.0;515.836;
39.48851679690321, -0.3874779988112489;"{""coordinates"": [[[-0.387244234881975, 39.488478157752475], [-0.38764969098713, 39.48838669527241], [-0.387713291107002, 39.48855368686173], [-0.387306495351942, 39.48864792656945], [-0.387244234881975, 39.488478157752475]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;177;709.268;;;;;;;;;;;
39.489161873795275, -0.3857724732209769;"{""coordinates"": [[[-0.385572565586421, 39.489140616792646], [-0.385842143969199, 39.4890881960387], [-0.38590271010731, 39.48925680855447], [-0.385572565586421, 39.489140616792646]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;179;232.335;;;;;29.363;;;;;29.363;
39.48891405674886, -0.3817918605434747;"{""coordinates"": [[[-0.381346072607432, 39.48901952110211], [-0.381292353594986, 39.48888861734229], [-0.382186536541718, 39.4886803068194], [-0.382237701486597, 39.488817162404274], [-0.381962100036306, 39.48887823163043], [-0.382044988783498, 39.48908895246945], [-0.381697924263545, 39.48915885391997], [-0.381615766933375, 39.48895692297941], [-0.381346072607432, 39.48901952110211]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;182;1978.79;;;;;;;;;;;
39.489899043672104, -0.3821473031232175;"{""coordinates"": [[[-0.381693619297868, 39.48995103685481], [-0.382574199508935, 39.48975944358647], [-0.382604059256794, 39.489845155497896], [-0.381725101857526, 39.49003886657551], [-0.381693619297868, 39.48995103685481]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;185;785.895;184.756;82.639;178.873;233.384;77.851;78.234;350.401;348.823;145.83;47.607;
39.49094641382974, -0.3828302813887754;"{""coordinates"": [[[-0.382588372831415, 39.490838057211576], [-0.382968792031374, 39.49075547864683], [-0.38307074156596, 39.49105529157589], [-0.38269371071925, 39.491137635975505], [-0.382588372831415, 39.490838057211576]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;190;1166.195;200.0;100.0;5.359;138.604;138.604;48.801;5.359;5.359;;222.303;
39.49664875199162, -0.3819693582084073;"{""coordinates"": [[[-0.381520301285642, 39.49652323064934], [-0.382342500306877, 39.496354905852975], [-0.382478809046916, 39.49668794730891], [-0.381816029519572, 39.496840467727466], [-0.381880367345475, 39.49703949245061], [-0.381714161145383, 39.49707549210942], [-0.381520301285642, 39.49652323064934]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;194;3293.146;;;;;;;;;;;
39.49716779159326, -0.38305892713319467;"{""coordinates"": [[[-0.382628476630096, 39.49710273784907], [-0.383382622428487, 39.49694286164351], [-0.383489892350317, 39.49723041762827], [-0.382738623900312, 39.497394476317695], [-0.382628476630096, 39.49710273784907]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;196;2251.248;905.68;1013.141;817.796;1331.438;817.796;423.199;1134.299;1074.725;678.844;769.711;
39.49721326755344, -0.38389624666387456;"{""coordinates"": [[[-0.383577668801251, 39.49705686098282], [-0.384121659524285, 39.49693962455856], [-0.384219940846985, 39.49719229645277], [-0.384124823772485, 39.4972656909326], [-0.384065892991484, 39.497331947996926], [-0.384027321447888, 39.497402639883106], [-0.384004280155146, 39.49746970494254], [-0.383745063346437, 39.49753250269913], [-0.383577668801251, 39.49705686098282]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;197;2267.267;;;;;;;;;;;
39.493007838808474, -0.38196943399010913;"{""coordinates"": [[[-0.381775503409701, 39.49275897512641], [-0.381974543815322, 39.49271339820536], [-0.382163450901228, 39.49325785403731], [-0.381964124467076, 39.49330150234614], [-0.381775503409701, 39.49275897512641]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;200;1114.822;;;;;;;;;;;
39.49175776622119, -0.38389926470806696;"{""coordinates"": [[[-0.383756413076644, 39.491749654615965], [-0.384019870489821, 39.49169482570129], [-0.384041218322604, 39.491764506373], [-0.383783826143388, 39.49182163850853], [-0.383756413076644, 39.491749654615965]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;204;189.298;;;;;;;;;;;
39.450399958419084, -0.3386491921748552;"{""coordinates"": [[[-0.339009486230144, 39.450346406278065], [-0.338998842487559, 39.45038593540051], [-0.338978514087396, 39.45042666707244], [-0.338949598880827, 39.45046415357099], [-0.338912924819702, 39.4504973111733], [-0.338869550675554, 39.45052518936548], [-0.338820727418455, 39.4505469780672], [-0.338767851086186, 39.45056205520075], [-0.338712446426003, 39.45056998902012], [-0.338656112972549, 39.450570550390054], [-0.338600466549946, 39.450563723158155], [-0.338547105634697, 39.45054970248396], [-0.338497564982074, 39.45052889197496], [-0.338453276699039, 39.45050188838041], [-0.338415514858106, 39.450469471313575], [-0.338385358178581, 39.4504325762706], [-0.338363674018103, 39.450392257327174], [-0.338351095359667, 39.45034968120527], [-0.338347978959212, 39.45030606685612], [-0.338354410472083, 39.450262672965124], [-0.338370208663722, 39.45022074849972], [-0.338375739595165, 39.450210353821724], [-0.339009486230144, 39.450346406278065]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;208;1510.072;700.0;474.531;542.561;563.986;594.791;781.554;296.556;463.986;374.531;814.562;74.531
39.494034903325684, -0.38484485185822753;"{""coordinates"": [[[-0.384709981821374, 39.49375938088819], [-0.38477382709394, 39.49374609305559], [-0.384979591137204, 39.49430944774947], [-0.384915613206126, 39.49432353178228], [-0.384709981821374, 39.49375938088819]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;216;371.157;;;;;44.071;1.645;103.999;;12.764;;
39.43904515233319, -0.3431409403727838;"{""coordinates"": [[[-0.342924319643473, 39.439291189248905], [-0.342977474331994, 39.43886367159629], [-0.343490633567919, 39.43891107575857], [-0.343411425036956, 39.438993094912156], [-0.343325728267486, 39.43907109193189], [-0.343233880188755, 39.4391447609989], [-0.343136245081531, 39.43921381043272], [-0.343033208602929, 39.43927796705954], [-0.343013234420236, 39.43928631385714], [-0.342991731750866, 39.43929192847988], [-0.342969315467319, 39.43929465111304], [-0.342946627612214, 39.43929440184073], [-0.342924319643473, 39.439291189248905]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;219;1310.336;1027.043;1015.402;1015.94;1180.197;1178.439;452.936;424.9;276.508;258.784;349.306;
39.49453639592071, -0.3880699295812547;"{""coordinates"": [[[-0.387801389447466, 39.49460804789239], [-0.388227187584558, 39.49433864832185], [-0.388326816869158, 39.49447530149535], [-0.387924921350034, 39.494727241921964], [-0.387801389447466, 39.49460804789239]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;222;783.731;;;100.0;100.0;100.0;99.915;156.836;100.0;;68.393;
39.496615609447986, -0.3847657356300317;"{""coordinates"": [[[-0.384555179112184, 39.496147700965174], [-0.384623367380215, 39.49613351102903], [-0.384975789878815, 39.49707751370802], [-0.384903020341287, 39.49708891701578], [-0.384555179112184, 39.496147700965174]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;226;677.543;;;;;;;;;;;
39.49585812034421, -0.39220715282737195;"{""coordinates"": [[[-0.392041445196565, 39.495878868412525], [-0.392271956682624, 39.495739579849136], [-0.39237199227591, 39.49583462174991], [-0.392146524118887, 39.49597753532874], [-0.392041445196565, 39.495878868412525]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;238;349.239;;;;93.689;128.228;;;;;;
39.49559596363353, -0.391937930842723;"{""coordinates"": [[[-0.391771325695573, 39.495623006848476], [-0.391998293750703, 39.49547461067236], [-0.392103483350112, 39.49557026937322], [-0.391878722457609, 39.49571654237607], [-0.391771325695573, 39.495623006848476]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;240;353.77;;;;3.002;3.002;;;;;;
39.496347745349546, -0.39028048667558063;"{""coordinates"": [[[-0.390322806975102, 39.49620982711347], [-0.390341230556945, 39.49620552480864], [-0.39037060013551, 39.496211643767325], [-0.390426501148148, 39.496262039491135], [-0.390435256842044, 39.49629171918648], [-0.390437094465195, 39.496317967913434], [-0.390433134027436, 39.49634845478046], [-0.390420561627793, 39.49638311658869], [-0.390391049962898, 39.49641848891224], [-0.390356270922185, 39.496443915240555], [-0.390314982013397, 39.496455000203845], [-0.390266815864932, 39.49646156232599], [-0.390209117232574, 39.49645917450016], [-0.390163012456353, 39.496448310342934], [-0.390113294601074, 39.4964209861405], [-0.390094476994758, 39.49639653973467], [-0.390088251881146, 39.49637455991012], [-0.390096150955363, 39.49635180638083], [-0.390322718775219, 39.49621056835722], [-0.390322806975102, 39.49620982711347]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;245;571.228;187.287;273.031;357.376;273.031;273.031;301.381;173.031;173.031;273.031;275.42;
39.428348894504396, -0.36475564358928453;"{""coordinates"": [[[-0.364550447363628, 39.42859962854751], [-0.36462290859577, 39.42807527807742], [-0.364623078087768, 39.42807410987086], [-0.364956897037932, 39.42809866903158], [-0.364906656256531, 39.42857474692917], [-0.364848959841036, 39.42857212101145], [-0.364838382193242, 39.428627248604606], [-0.364550447363628, 39.42859962854751]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;250;1718.342;;;;;;;;;;;
39.49756998768039, -0.3902784284070557;"{""coordinates"": [[[-0.390668599278881, 39.49764547101287], [-0.390274672844943, 39.49787141971101], [-0.389982986330811, 39.4975850091206], [-0.389969529500425, 39.49754662941501], [-0.389962326738288, 39.49750031292117], [-0.38996834373944, 39.49745890858678], [-0.389986223933197, 39.49741892476244], [-0.390012772667724, 39.49738605890575], [-0.390052584270385, 39.497356952136094], [-0.390090692993619, 39.49733357632642], [-0.39013742823807, 39.497318472447624], [-0.390200316677825, 39.49730949969673], [-0.390258222496055, 39.49731426239856], [-0.39030252035138, 39.49732448775549], [-0.39034800449379, 39.497342817915666], [-0.390668599278881, 39.49764547101287]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;252;2220.516;397.651;189.518;468.116;1715.181;2014.292;2004.863;1712.529;1565.693;1192.123;2051.93;
39.49709885741308, -0.39139264129382906;"{""coordinates"": [[[-0.391320415964065, 39.4973430719059], [-0.391276198664612, 39.49729695954862], [-0.390723112691601, 39.49761420324658], [-0.390568494089241, 39.49746489490936], [-0.390564609013295, 39.497442927124375], [-0.390584239230958, 39.49742148744866], [-0.39190423813853, 39.496612357003585], [-0.391932728702455, 39.4966057030008], [-0.39196040286615, 39.49662091210738], [-0.392156094811132, 39.49680035148116], [-0.392155413587795, 39.49681856997524], [-0.392135647772886, 39.49684365363892], [-0.391320415964065, 39.4973430719059]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;254;4505.785;295.849;336.043;918.444;4012.942;4258.064;3914.762;3718.263;3740.165;1726.398;3227.514;
39.4992670377672, -0.38923503888307653;"{""coordinates"": [[[-0.388776277627468, 39.499193333948824], [-0.389267467655102, 39.498898040009465], [-0.389678962312192, 39.49935998200591], [-0.389230642825674, 39.49963022090714], [-0.388776277627468, 39.499193333948824]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;258;3186.555;;;300.0;200.0;500.0;599.49;489.979;400.0;200.0;200.0;
39.4998665237832, -0.39069463243113783;"{""coordinates"": [[[-0.390572672300308, 39.49988403408008], [-0.390744921163975, 39.49977955649863], [-0.390815767204665, 39.4998472133606], [-0.390647751843973, 39.499953937417914], [-0.390572672300308, 39.49988403408008]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;266;185.408;;;60.51;84.733;145.243;127.189;77.5;84.733;73.154;;
39.49696029333593, -0.400473342402637;"{""coordinates"": [[[-0.39996943849725, 39.49687268004137], [-0.400560636927712, 39.49661494299017], [-0.400921123962386, 39.497093377304104], [-0.400392022463391, 39.4973097046933], [-0.400360684984017, 39.4972387989054], [-0.400293980835097, 39.49714428613009], [-0.400195981480067, 39.497038541803086], [-0.400073016853971, 39.49693399368408], [-0.39996943849725, 39.49687268004137]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;269;3146.146;1769.393;296.074;196.074;296.074;996.074;1816.812;1793.995;1961.746;1862.691;2293.223;
39.49672509891083, -0.3984291030018138;"{""coordinates"": [[[-0.398175587646573, 39.49674890364438], [-0.398515123468072, 39.49653704113703], [-0.39868247600823, 39.49670103101431], [-0.398343564956312, 39.49691324942632], [-0.398175587646573, 39.49674890364438]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;273;871.739;;;;299.72;299.72;199.122;255.317;299.72;;;
39.495076858877084, -0.3985248466732734;"{""coordinates"": [[[-0.398049122963277, 39.49484720584777], [-0.398369608568863, 39.49458754785942], [-0.398649287612306, 39.49485420808023], [-0.398506139617695, 39.49494760090803], [-0.399053763804456, 39.49545954436765], [-0.398826364032326, 39.49558755163237], [-0.398049122963277, 39.49484720584777]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;276;3162.383;86.166;;;166.402;166.402;;45.584;225.82;100.0;200.034;
