Código Sección;Código Distrito Sección;OBJECTID;Area;Código Distrito;geo_shape;geo_point_2d
8;1208;304;32249.850941;12;"{""coordinates"": [[[-0.3459440923661118, 39.46696258788333], [-0.34628436950319835, 39.46628569294574], [-0.34680702181095086, 39.46524360149767], [-0.34725725585970574, 39.464348507965035], [-0.3482618124670734, 39.4646551921058], [-0.34877598665306825, 39.4648110635312], [-0.3483087121252169, 39.46617422995126], [-0.34721483194716934, 39.46584748956093], [-0.34657974628205696, 39.467152765080655], [-0.3459440923661118, 39.46696258788333]]], ""type"": ""Polygon""}";39.46558077508668, -0.34740996827779136
34;0834;439;45046.1056565;8;"{""coordinates"": [[[-0.4025817909303932, 39.45485083962771], [-0.4021830349478737, 39.4546167061405], [-0.40163614266931086, 39.45364054273402], [-0.40400593646746563, 39.45278361266634], [-0.4050026629240951, 39.45441844741576], [-0.4026145698237891, 39.455297510365504], [-0.4025817909303932, 39.45485083962771]]], ""type"": ""Polygon""}";39.45402357845671, -0.40332357754716586
54;1054;433;950302.966947;10;"{""coordinates"": [[[-0.33459128413740125, 39.45477984627252], [-0.3348932817404425, 39.45383184351337], [-0.33490574889835895, 39.452629468973015], [-0.33522872746540733, 39.45065495607583], [-0.3354265760653058, 39.44944782236034], [-0.3356094141689782, 39.448443032175], [-0.33528264516616757, 39.448404019085324], [-0.33546644121849245, 39.447412764090636], [-0.33554765986427876, 39.44655880204759], [-0.33573317756865817, 39.44495049397096], [-0.33573620649126706, 39.44492804147428], [-0.3357409964235769, 39.444878603030915], [-0.33584292591801684, 39.44395754035988], [-0.3359750658190622, 39.44239758296176], [-0.33611305091919347, 39.44076119339113], [-0.33613260063364614, 39.44074362389179], [-0.33614136599562905, 39.44068527674086], [-0.3409080760438398, 39.44153307305683], [-0.3407298592867526, 39.44197941683488], [-0.3406566985368594, 39.442356102765025], [-0.34063954823002734, 39.44280613139589], [-0.34063425806663594, 39.44328797109681], [-0.3407056106307595, 39.443645441437035], [-0.34085758931456217, 39.44501373958603], [-0.34094189194223523, 39.445889519731715], [-0.3411595371331121, 39.447745784363626], [-0.34119109029510364, 39.44830955462394], [-0.34128008357268336, 39.449577314168145], [-0.3413348138847268, 39.45020016247456], [-0.34144636623097085, 39.45140988065516], [-0.34185816002705016, 39.45110399247212], [-0.343196521732543, 39.44952202353325], [-0.34396718814465993, 39.4486207423974], [-0.34404538237648985, 39.44862703368084], [-0.34419311064122937, 39.44898174277069], [-0.3458410212092817, 39.44890226340411], [-0.3460850806222298, 39.44893935826886], [-0.346055538777031, 39.449735960764386], [-0.34715462786443446, 39.45037813620484], [-0.3477763641584506, 39.450739163836666], [-0.34792809859760626, 39.45123810023799], [-0.3482585448209416, 39.45144833766272], [-0.3479777552342683, 39.4518428216082], [-0.3484015995386137, 39.45204166761008], [-0.3481926203634828, 39.45226662352386], [-0.3470815645778087, 39.45195750030861], [-0.34682169900021126, 39.45222184067466], [-0.3466048857533847, 39.45244211043351], [-0.34556735277600575, 39.454039998205346], [-0.3448537849411863, 39.45391559329109], [-0.3438101561328592, 39.453819685206426], [-0.3430141726320126, 39.453819517234734], [-0.34140448920626015, 39.454093527069126], [-0.339305287500895, 39.45432927341768], [-0.33731003210290345, 39.45456286776417], [-0.33466402220329117, 39.454777010050826], [-0.33459128413740125, 39.45477984627252]]], ""type"": ""Polygon""}";39.449037127061295, -0.3397286466737811
31;0831;428;53972.3389385;8;"{""coordinates"": [[[-0.3903187244899788, 39.456427395474], [-0.39086370320614894, 39.45562434067666], [-0.3912697482258258, 39.4550208545341], [-0.391709385174399, 39.454373085533696], [-0.39194707363551246, 39.4540180659134], [-0.39417859250941945, 39.454923968139475], [-0.3935732592104114, 39.456275215709674], [-0.3902901972620125, 39.45647179908392], [-0.3903187244899788, 39.456427395474]]], ""type"": ""Polygon""}";39.45542575971543, -0.3923459753812349
16;1016;424;33515.7649995;10;"{""coordinates"": [[[-0.3757687235613473, 39.456919523918096], [-0.3726966510341896, 39.45625552674666], [-0.37153780083451876, 39.455995086032864], [-0.3714504799142584, 39.455497635715965], [-0.37402250833919165, 39.45541615013052], [-0.37415443975183343, 39.45563534246141], [-0.374729955389216, 39.45539609706718], [-0.37551151422509377, 39.45653534582009], [-0.3757687235613473, 39.456919523918096]]], ""type"": ""Polygon""}";39.45600752320429, -0.3736667887678052
46;1046;416;17262.0195315;10;"{""coordinates"": [[[-0.3739670871098656, 39.457662578172766], [-0.3736473935358221, 39.457182400709414], [-0.3737190955737214, 39.45699483599879], [-0.3726922350496694, 39.456777928832146], [-0.3726966510341896, 39.45625552674666], [-0.3757687235613473, 39.456919523918096], [-0.3739670871098656, 39.457662578172766]]], ""type"": ""Polygon""}";39.45691099208678, -0.3740641554357805
10;1010;366;66604.760095;10;"{""coordinates"": [[[-0.35896952521606645, 39.46191264064134], [-0.357882424010485, 39.460081670121106], [-0.3590040984898968, 39.45969276992828], [-0.35910892649296006, 39.459456419206084], [-0.36125304845304607, 39.45963125347166], [-0.3627875363711713, 39.460427326817545], [-0.3634114668487512, 39.46071625148166], [-0.36219156783706247, 39.461148008886035], [-0.36151561530268445, 39.46015972454874], [-0.3611326726568434, 39.460317683585195], [-0.36157226692421385, 39.46096728824994], [-0.35896952521606645, 39.46191264064134]]], ""type"": ""Polygon""}";39.46053346132219, -0.3601752691780175
30;0930;481;90207.6497565;9;"{""coordinates"": [[[-0.39335656682194375, 39.444392265376294], [-0.3910553498333725, 39.44384514838447], [-0.39006468128748906, 39.44361570418842], [-0.3876455348853139, 39.443038836431285], [-0.3880171790534348, 39.442092286793375], [-0.38903633705655055, 39.442335892442884], [-0.3904362373937454, 39.44234031250912], [-0.3922996278869675, 39.44224250431825], [-0.3935452017924146, 39.44188757464314], [-0.3943049214692003, 39.441922634948675], [-0.393718633945897, 39.443427437383264], [-0.39335656682194375, 39.444392265376294]]], ""type"": ""Polygon""}";39.44300006802887, -0.3913597345396945
19;1419;1592;108916.0463705;14;"{""coordinates"": [[[-0.35555760883051013, 39.48973501726777], [-0.3575078895611579, 39.4899865970077], [-0.35967479800570157, 39.49023922006662], [-0.3593630045458652, 39.4908636299239], [-0.35789360909175516, 39.49380606750268], [-0.3576167848218172, 39.494093061008776], [-0.3576153239265151, 39.49409509979621], [-0.357508596058609, 39.49401807118653], [-0.3573594973846882, 39.49390915180244], [-0.3572190596989944, 39.4937978256986], [-0.35719285137522966, 39.49377788781792], [-0.3571159558519923, 39.4937193837114], [-0.35706666197911774, 39.49368424545836], [-0.3569910007985311, 39.4936303007443], [-0.3569261345591979, 39.49358144824347], [-0.3568824080823163, 39.49354851757717], [-0.35682594011738666, 39.49351338719391], [-0.3566874454304247, 39.49342723003799], [-0.3564460801400767, 39.49328750858831], [-0.3562930065731804, 39.49319151505283], [-0.3562150399574087, 39.49315148994321], [-0.35613582117733383, 39.49310554457321], [-0.35613303774236016, 39.4931038236298], [-0.3559501978848205, 39.49299099966176], [-0.35578405453381423, 39.49288555516982], [-0.35564222926913025, 39.49279837507319], [-0.3555992634496555, 39.49277239797319], [-0.35558388466994306, 39.492763093280686], [-0.3558403698173472, 39.490556743560134], [-0.3554521943354114, 39.49050286570654], [-0.35555760883051013, 39.48973501726777]]], ""type"": ""Polygon""}";39.49159967429591, -0.35731642739009106
18;0518;2136;46385.758314;5;"{""coordinates"": [[[-0.3737842409980829, 39.48534231162722], [-0.37321231996388676, 39.48532487083877], [-0.37273374147041494, 39.48668787999692], [-0.37218944042047714, 39.48668908509471], [-0.37155168936996513, 39.48648998084498], [-0.3709682839227505, 39.485697523879445], [-0.37199700778054523, 39.4841397728533], [-0.3725356616967474, 39.484210510952174], [-0.37346612223677944, 39.48433514733236], [-0.37428020360651515, 39.4844436334032], [-0.37407191095911774, 39.4846686503147], [-0.3737842409980829, 39.48534231162722]]], ""type"": ""Polygon""}";39.485328574451955, -0.372448982806556
45;1145;442;267533.325627;11;"{""coordinates"": [[[-0.3334151017664549, 39.452581773203065], [-0.332515458010733, 39.452444023575765], [-0.3316102442527516, 39.4532880934933], [-0.3270990963276303, 39.448229690605075], [-0.3273499676544383, 39.446285073033344], [-0.32912561572462246, 39.44442053776343], [-0.33050848987249665, 39.44627655488648], [-0.3310477661467457, 39.44689251777127], [-0.3319536673332186, 39.44745383356568], [-0.33193116055856764, 39.44752989138754], [-0.33228792052111134, 39.4477722994019], [-0.33175080326493944, 39.44827797359331], [-0.3314980764017657, 39.4485063991139], [-0.3319589750954818, 39.4489313833318], [-0.33218181242361916, 39.44923828302286], [-0.3324377351638279, 39.44940181050413], [-0.332783514142065, 39.449513337985145], [-0.3333313125569998, 39.449602482505036], [-0.33311939164119164, 39.450340833766695], [-0.3327242556475421, 39.45176866339941], [-0.3336059723368723, 39.45191951318474], [-0.3334151017664549, 39.452581773203065]]], ""type"": ""Polygon""}";39.448906655426285, -0.33020030632046476
8;0908;414;19876.972752;9;"{""coordinates"": [[[-0.3858455064541878, 39.45805203026565], [-0.3862020974978866, 39.45663666487033], [-0.38654224199126674, 39.45531101642366], [-0.38688079499281575, 39.45538619503388], [-0.3870616968217852, 39.45596682734256], [-0.38685411441582324, 39.45745761678211], [-0.3868095114764261, 39.457970108055754], [-0.3867931142751224, 39.458194960037886], [-0.3858455064541878, 39.45805203026565]]], ""type"": ""Polygon""}";39.4568896642097, -0.38653456010768056
11;1211;306;30904.144783;12;"{""coordinates"": [[[-0.3459440923661118, 39.46696258788333], [-0.34564670416141585, 39.466874716891624], [-0.34510349071616775, 39.46671817715041], [-0.34486856465398, 39.466573174209294], [-0.3427430970129605, 39.46594354682226], [-0.3433543000111942, 39.46471432124217], [-0.3445955631450772, 39.465080500445254], [-0.34429541372474737, 39.465695246130565], [-0.34628436950319835, 39.46628569294574], [-0.3459440923661118, 39.46696258788333]]], ""type"": ""Polygon""}";39.46588272817651, -0.3443473978091168
13;0313;2185;66332.018689;3;"{""coordinates"": [[[-0.37985190179745104, 39.46815099000402], [-0.37885836944844103, 39.46791237418445], [-0.38007055609943635, 39.4650929432842], [-0.38128743120952147, 39.46534108569734], [-0.38161065526569476, 39.465825835500475], [-0.38221523316316697, 39.466731327644595], [-0.380888876814457, 39.46854823056451], [-0.37985190179745104, 39.46815099000402]]], ""type"": ""Polygon""}";39.466847541429836, -0.38056115457281486
50;1150;2058;31146.178935;11;"{""coordinates"": [[[-0.3292101888145532, 39.48462781222363], [-0.32916956640384754, 39.48461480683273], [-0.3288442991808558, 39.48450918906315], [-0.3283886887908473, 39.4843609803104], [-0.32778321200234256, 39.48419096360904], [-0.32773254869516566, 39.484186375169614], [-0.3277353832591037, 39.484166395973844], [-0.3280581556209331, 39.48224596283197], [-0.3291212116438233, 39.48241453296498], [-0.3296726695902851, 39.4824902591822], [-0.32937601149755424, 39.483843757433235], [-0.3292101888145532, 39.48462781222363]]], ""type"": ""Polygon""}";39.48337619313732, -0.32868444233323674
33;1133;2059;160901.410105;11;"{""coordinates"": [[[-0.3315104329274244, 39.48560696385567], [-0.33149725881557573, 39.48560731894289], [-0.3313862689627255, 39.485594482001666], [-0.33129296144256687, 39.48558166369558], [-0.3311253877287801, 39.485540275553774], [-0.33105893987893553, 39.48551094842113], [-0.33100590935278834, 39.48548493835433], [-0.3308489784578424, 39.485424281402366], [-0.33076214844450386, 39.48536492830721], [-0.3307009152109501, 39.48531235215494], [-0.33062096320687734, 39.4852263830592], [-0.33052325879664946, 39.48513160093971], [-0.3304080053753943, 39.485022388987424], [-0.33030178994546344, 39.48496106770415], [-0.3302306509116984, 39.48492857836701], [-0.33012664306162964, 39.48490375690671], [-0.33000510902776736, 39.484864515075024], [-0.3298799398101328, 39.48482518057464], [-0.32978192362254044, 39.48480116313676], [-0.32964695947326433, 39.48476654908195], [-0.32952862198181676, 39.48473158728581], [-0.3293389359816405, 39.48466902240932], [-0.3292101888145532, 39.48462781222363], [-0.32937601149755424, 39.483843757433235], [-0.3296726695902851, 39.4824902591822], [-0.3291212116438233, 39.48241453296498], [-0.3294554914060315, 39.48091326488999], [-0.32966263251673694, 39.479981118492596], [-0.3298508114185146, 39.47891791837234], [-0.330376907617161, 39.47893451051657], [-0.3327625460439334, 39.479151432957316], [-0.3325424508959938, 39.48046164548878], [-0.3315104329274244, 39.48560696385567]]], ""type"": ""Polygon""}";39.48194001793544, -0.33086826673827396
3;1003;401;39907.4295955;10;"{""coordinates"": [[[-0.36880028404365267, 39.45882945433449], [-0.3665436884335638, 39.45963416096567], [-0.36575514772976403, 39.458548748016185], [-0.3667435682096799, 39.45780090418862], [-0.367960665415004, 39.457094265881146], [-0.36800260635765236, 39.45717629492068], [-0.3683785411936511, 39.457955060479364], [-0.36854234742381736, 39.45829209514254], [-0.36880028404365267, 39.45882945433449]]], ""type"": ""Polygon""}";39.458461319244364, -0.36731403605800633
7;1707;2171;1419594.254693;17;"{""coordinates"": [[[-0.400362249378408, 39.51462150627221], [-0.4004567815203492, 39.51466962933294], [-0.40060373005229616, 39.51476059069545], [-0.4007253827966919, 39.514829067577345], [-0.4008777577323836, 39.51489149308732], [-0.4009717296370239, 39.51494249501771], [-0.4010725174338805, 39.51500098249035], [-0.4012216522863464, 39.515091991990175], [-0.40135854139860483, 39.515160818047285], [-0.4014870292625952, 39.51522101481341], [-0.40159838738667775, 39.515261801784455], [-0.40176546289323667, 39.515331788979], [-0.40184064866405916, 39.515365406547744], [-0.4019657629839576, 39.51541315829452], [-0.4020398994186902, 39.51543374359577], [-0.40210238902962137, 39.51545225764666], [-0.4019859123223127, 39.51577717608724], [-0.40187406974705747, 39.51606979345321], [-0.40177958616318565, 39.51634882630287], [-0.4017192440735373, 39.51652040922642], [-0.40169039132876855, 39.51662262612836], [-0.4016734321095158, 39.51671125352819], [-0.40162979174547553, 39.51679673470091], [-0.4015383507452117, 39.51707708757471], [-0.4014818804012304, 39.51719657812307], [-0.40144734439781654, 39.51730770363069], [-0.40142330130005033, 39.5173688759481], [-0.4013929745010217, 39.51745913216852], [-0.40133735096687295, 39.51760611833448], [-0.4013069273354289, 39.517647184459314], [-0.401238691186799, 39.51787287736407], [-0.401181860080006, 39.518053475184594], [-0.4011396206617037, 39.51820458936129], [-0.4011183080426409, 39.518259273305596], [-0.40105739320459666, 39.51834288134254], [-0.40093211627900294, 39.518543884163925], [-0.40079051289708256, 39.518776250454344], [-0.40069239671696266, 39.51892760072764], [-0.40060702669192266, 39.51907681274527], [-0.40049776451752567, 39.51929089376031], [-0.4003251124671077, 39.51955601424343], [-0.40022719899882864, 39.519746457670486], [-0.40013205122891166, 39.51986805482495], [-0.4000301846173718, 39.52002662666391], [-0.3999034989492484, 39.520273946848754], [-0.3997841440032641, 39.52046786482244], [-0.3997214821886694, 39.52057574765737], [-0.39965774046642116, 39.52064336411939], [-0.3995373946553964, 39.520845718868685], [-0.3994784106809587, 39.520873731080314], [-0.3993615332261512, 39.52106790223096], [-0.3992582639432943, 39.52125585554968], [-0.39917842026549116, 39.52142606343285], [-0.3990716383502579, 39.52161460457459], [-0.3988673592202914, 39.521936733752106], [-0.39877203607577283, 39.52192016735931], [-0.39873864859988095, 39.52201778647059], [-0.3987039606689272, 39.522168933553466], [-0.3986278031050078, 39.522352817773935], [-0.39858072114597065, 39.522403780087096], [-0.3985704935125707, 39.522437820397855], [-0.39852461098223485, 39.52249310672552], [-0.39846606544641167, 39.52255574889249], [-0.3984352736200081, 39.52258320271757], [-0.398418894387687, 39.522663923795406], [-0.3983730181917329, 39.522785703879734], [-0.3983433864569028, 39.52295935083356], [-0.39832677802686706, 39.523088885243304], [-0.39829532231929005, 39.52320358303049], [-0.398234833481359, 39.52329550506575], [-0.3982193460877885, 39.52332803118263], [-0.3982477420047282, 39.52334824317642], [-0.39831470338891617, 39.5233702107212], [-0.3981353666872867, 39.52352007294914], [-0.3979360963494956, 39.52371060439125], [-0.3978856505899772, 39.52368900656157], [-0.3978377896782371, 39.52368665527043], [-0.39774433012467153, 39.523710146673544], [-0.39768980816857336, 39.52370892535612], [-0.3976490583566828, 39.52364916729877], [-0.39754568001650714, 39.52356791670786], [-0.39745427309318015, 39.52353645537707], [-0.3973275676208937, 39.52346965456181], [-0.3972286137666493, 39.52341882630626], [-0.3971121300091141, 39.52339446932388], [-0.3970163339979815, 39.52334754937481], [-0.3969482479319081, 39.52331148420045], [-0.396848960325245, 39.52326960285442], [-0.3967177898761213, 39.52322395299613], [-0.3965829706196014, 39.52315952804371], [-0.39647872062732464, 39.523117535176475], [-0.3963256402390744, 39.523055259163755], [-0.3962547516010273, 39.52301327508145], [-0.3958598450922675, 39.523392430630096], [-0.3955925010205075, 39.52365939378676], [-0.3955435611771072, 39.52371267346793], [-0.3956307836776767, 39.523794446489894], [-0.39576098983370955, 39.52390854252187], [-0.39589936960021327, 39.52405917197025], [-0.3960768923305997, 39.524238461650114], [-0.3962047940789368, 39.52436850509493], [-0.3963079953488769, 39.524466310996935], [-0.396418477565938, 39.524559793626615], [-0.3965784173001575, 39.52467238402629], [-0.39665882727083457, 39.52473418434989], [-0.39673884589560726, 39.52479307502888], [-0.39678942196180167, 39.52484637809907], [-0.3968435919738461, 39.52489533838112], [-0.39691356271925965, 39.52495914778767], [-0.3969718686573002, 39.524996110933394], [-0.3970253131574973, 39.5250290012683], [-0.39711944487707346, 39.52507693795857], [-0.3972508054319234, 39.52514749185831], [-0.39731268000112313, 39.525173634191596], [-0.3973878460233879, 39.52524163167169], [-0.39744734930075853, 39.525301674819836], [-0.3974713115236415, 39.525333156729445], [-0.3974917574350582, 39.52536721744326], [-0.39743192656698795, 39.525439262403246], [-0.39731728169716446, 39.52555523117582], [-0.3971932007338945, 39.52572355451246], [-0.39714403084573097, 39.525797306603266], [-0.39709954078202414, 39.52584013736774], [-0.39707243281737686, 39.52586109694565], [-0.3970303791957897, 39.525907522715656], [-0.39695220170516415, 39.525964643216064], [-0.3968943769600103, 39.52601814776799], [-0.39670219113456945, 39.526149855333784], [-0.3964527843083115, 39.52630642357212], [-0.3961972616181326, 39.5266069942631], [-0.39577650077135285, 39.527111764246364], [-0.39577205886765615, 39.52710860169266], [-0.39570659397982755, 39.52705306355796], [-0.3956221955385252, 39.52696876838567], [-0.3955725538773598, 39.526923440493675], [-0.3955112509520377, 39.52686486952194], [-0.3953765209631925, 39.52673629380114], [-0.39523209935528375, 39.52660496915876], [-0.3951077907422566, 39.52651068890108], [-0.3950192979545968, 39.526421752068565], [-0.3949503739104905, 39.526354847977814], [-0.39485328405717346, 39.52626313272165], [-0.39479513810855615, 39.52631646684423], [-0.39473041959084015, 39.52638317567503], [-0.39458432608310584, 39.52654764218503], [-0.3944923054791852, 39.52664854836564], [-0.39441988911968834, 39.526731642448205], [-0.394375336325478, 39.52680937063817], [-0.3943318157328461, 39.52691237349427], [-0.3942689324807576, 39.52704102235236], [-0.39423403831780807, 39.52711740861623], [-0.3941958586944065, 39.52715909152893], [-0.3941525471677966, 39.527256180247505], [-0.39404434427319873, 39.5274090008322], [-0.3938701149913642, 39.52735338204063], [-0.39277422713628257, 39.5263950706035], [-0.39198293220948377, 39.52537283283197], [-0.39140897109647965, 39.5254590421537], [-0.39091112170378706, 39.52555145343374], [-0.39087638095749005, 39.52546959442823], [-0.38976575010985454, 39.525404105314344], [-0.38973860085502365, 39.52562420960667], [-0.3892082017186212, 39.525576255588], [-0.3892884733052979, 39.524947447272346], [-0.38940453978481004, 39.524391504208516], [-0.3890077653306674, 39.52432853463646], [-0.3888201423780528, 39.52425224755581], [-0.3889736709374451, 39.524093540882994], [-0.3890792547287333, 39.52374006834812], [-0.3891699656528085, 39.52364751516807], [-0.3879130678056727, 39.523294945749164], [-0.3878753889467933, 39.52313643643825], [-0.3879202962247151, 39.5227725918701], [-0.3881009940863433, 39.52208298098637], [-0.3880744885520896, 39.52195626255986], [-0.3881174331912167, 39.52179957496563], [-0.3881903159059573, 39.521503924798175], [-0.38816799199600693, 39.52144036165023], [-0.388008252217008, 39.52139623082289], [-0.3881189707682258, 39.52125458013483], [-0.38817831764646366, 39.52099015625166], [-0.3883534471395254, 39.520953554049754], [-0.38846760233107913, 39.52087504152568], [-0.38849837130023157, 39.520713575668076], [-0.3884508444023437, 39.52066295914258], [-0.3882895880738486, 39.5206593340061], [-0.38809849859221446, 39.52063702040989], [-0.3878780365113802, 39.52056449793435], [-0.3878785781250924, 39.51967714805852], [-0.3878785908352895, 39.51965012208717], [-0.387557082859891, 39.51964288363206], [-0.38675718823130756, 39.5196293976675], [-0.3867211308787811, 39.519020495869306], [-0.3867388952871166, 39.51817857714679], [-0.38675055840892725, 39.517111293222996], [-0.38689927498062693, 39.51628583292956], [-0.3869770714019998, 39.515296619597954], [-0.3870059687679097, 39.51479728354176], [-0.3868755703894613, 39.51395203178977], [-0.3868087490617664, 39.513058652694355], [-0.3865555881558571, 39.512656572699846], [-0.38778262306296907, 39.512481471277496], [-0.3878747256617437, 39.512564629974335], [-0.38886497753068316, 39.512442750020625], [-0.38890635656700456, 39.51256079392488], [-0.3903721096299978, 39.51268832814195], [-0.3905406926461054, 39.51284526375146], [-0.39088408255495394, 39.512992611878495], [-0.3924464731406572, 39.51337453569426], [-0.3929269985422731, 39.51341234608577], [-0.3936243920429526, 39.51402707670128], [-0.3941217566139152, 39.51429498354403], [-0.3945678217068859, 39.51434103203389], [-0.3952277635723664, 39.514324299467184], [-0.39520343418712445, 39.51456699074634], [-0.3976377260514699, 39.5144548906522], [-0.3978294862234464, 39.51440061984872], [-0.3977294544214588, 39.5140425417727], [-0.39860080624690186, 39.514048542683774], [-0.39903152676825, 39.51394107225548], [-0.400362249378408, 39.51462150627221]]], ""type"": ""Polygon""}";39.51911564991589, -0.39353555761645076
31;1031;480;87387.7685395;10;"{""coordinates"": [[[-0.3678187539234109, 39.44392025345042], [-0.3658049109998241, 39.443383640852595], [-0.3644723837781804, 39.44305614278783], [-0.3646881367832029, 39.442516019477594], [-0.36479538719379334, 39.442041001903526], [-0.36483473229565083, 39.441749116415046], [-0.3653761828862084, 39.44191003611703], [-0.3654499712277065, 39.44160992228319], [-0.36538820047296516, 39.44157248689259], [-0.3653773054952515, 39.44149566499341], [-0.3654421123019813, 39.44137552391103], [-0.36554232897547656, 39.440990425242084], [-0.3695148073536307, 39.44148128722198], [-0.3694267204712099, 39.442199972452364], [-0.3687775999933965, 39.44214023564482], [-0.36874160750259266, 39.442459224990245], [-0.36822214593500496, 39.443159134012376], [-0.3678187539234109, 39.44392025345042]]], ""type"": ""Polygon""}";39.442342352927824, -0.3669034185552318
34;0934;478;23361.5000945;9;"{""coordinates"": [[[-0.39297836917636314, 39.445361243639354], [-0.3918631464705966, 39.44510198523223], [-0.3906833127775916, 39.444823257047126], [-0.3910553498333725, 39.44384514838447], [-0.39335656682194375, 39.444392265376294], [-0.39297836917636314, 39.445361243639354]]], ""type"": ""Polygon""}";39.444605336906875, -0.3920169580027309
26;1126;2184;59054.3297565;11;"{""coordinates"": [[[-0.3343170112730964, 39.47155223873946], [-0.3341570961996121, 39.47280978432175], [-0.3325631612709028, 39.472507467971035], [-0.33180363627713416, 39.472345891425], [-0.3310100712583176, 39.472124980382816], [-0.33114694895733326, 39.47198398434968], [-0.33153260896288084, 39.47054244391461], [-0.33166047977071555, 39.46991476870645], [-0.33196867857596224, 39.469966888729616], [-0.33189175466029763, 39.470230880290046], [-0.3332292002139612, 39.47059038081827], [-0.33381040471813533, 39.470779387357545], [-0.3347316488855989, 39.47106176444406], [-0.3343170112730964, 39.47155223873946]]], ""type"": ""Polygon""}";39.471509131219996, -0.3328029453709958
16;1916;2030;4928204.5210595;19;"{""coordinates"": [[[-0.3119389199154399, 39.314268143860716], [-0.3056606949395456, 39.31222203626244], [-0.30131194294692926, 39.31020234189743], [-0.29945657710553336, 39.31010523309008], [-0.29206672086381064, 39.308262295752705], [-0.2858101010552789, 39.29644553352574], [-0.28010349182844635, 39.28697909452221], [-0.27539424910443927, 39.27914382530805], [-0.2753684688301824, 39.27899762906106], [-0.27608733634937765, 39.27892709184794], [-0.2764030958058165, 39.27907735527693], [-0.27831937912699056, 39.27924381458721], [-0.27878823155686977, 39.27913369204001], [-0.28013291807444274, 39.27940744435149], [-0.28141554527279533, 39.27973565845022], [-0.28293583314831927, 39.280242081900475], [-0.2845756250437791, 39.2808263727816], [-0.28602024391111447, 39.28113972248113], [-0.28673321733014356, 39.281316159179184], [-0.28818630294490594, 39.281768398614894], [-0.2905703438649222, 39.282609648946504], [-0.2916886717211176, 39.28294197864544], [-0.29125412271671375, 39.28354448648029], [-0.2915950494828362, 39.28359235930512], [-0.2928234498729032, 39.28388752015955], [-0.29335646723622777, 39.28443823862277], [-0.29451390201110317, 39.28586478093364], [-0.29616255170771477, 39.28756362604752], [-0.29865490154280877, 39.2903131181848], [-0.30066942943234765, 39.292647360781466], [-0.3022492169886309, 39.29450118866392], [-0.30310891939881, 39.29576108748325], [-0.303892719724279, 39.29684818712236], [-0.30546731697584073, 39.29924713392734], [-0.30550639859287015, 39.2992862458307], [-0.30856961873868205, 39.30503274220285], [-0.310112236278241, 39.30978905704592], [-0.3111096226247114, 39.31220847239125], [-0.31180559243343875, 39.31299932207791], [-0.3119389199154399, 39.314268143860716]]], ""type"": ""Polygon""}";39.2964071917743, -0.2941576725225685
32;1632;2104;222769.827291;16;"{""coordinates"": [[[-0.3912879113657909, 39.49441206047863], [-0.3927539612493438, 39.49588185913364], [-0.39400496129589424, 39.49709908389394], [-0.3914492176531002, 39.49874437645661], [-0.388886035794183, 39.500236303675734], [-0.38614140384010465, 39.497589072293636], [-0.38675398061674604, 39.49703044264475], [-0.3909820964464951, 39.49442730163467], [-0.3912879113657909, 39.49441206047863]]], ""type"": ""Polygon""}";39.497292841314966, -0.39004269527437463
35;1235;318;30397.490645;12;"{""coordinates"": [[[-0.3555710836431272, 39.46618205928057], [-0.3544529252360302, 39.46597642571672], [-0.353492874177432, 39.46579691304382], [-0.3542388461624962, 39.46425884027317], [-0.35468560793404874, 39.46436015226029], [-0.35476884821868077, 39.46419539366099], [-0.35608931717246667, 39.465157841476994], [-0.3555710836431272, 39.46618205928057]]], ""type"": ""Polygon""}";39.4652668094454, -0.3548097817042457
1;0301;246;21098.400782;3;"{""coordinates"": [[[-0.38540875095701976, 39.47122652774154], [-0.38392571662677766, 39.47154448638478], [-0.3835646606465379, 39.4705949466614], [-0.3834525008374763, 39.4703311659887], [-0.3840935244581578, 39.46935463720284], [-0.3843753811671141, 39.46976187339215], [-0.38540875095701976, 39.47122652774154]]], ""type"": ""Polygon""}";39.47062551638816, -0.38429470716464226
9;0609;195;36162.1280635;6;"{""coordinates"": [[[-0.3531684076513454, 39.4740279943202], [-0.3531873761947933, 39.47398788694287], [-0.3544116014080479, 39.47147531108982], [-0.3544202738116165, 39.471457490993835], [-0.3557013172969708, 39.471833485369224], [-0.3550725129572806, 39.473147959157565], [-0.3544500627617465, 39.47440852113454], [-0.3531684076513454, 39.4740279943202]]], ""type"": ""Polygon""}";39.472933044325806, -0.3544369723410731
48;1148;466;51040.428537;11;"{""coordinates"": [[[-0.3348585315284491, 39.448385285837205], [-0.3335500963184746, 39.44817060437235], [-0.3342246243453059, 39.44577625043514], [-0.33437322223147253, 39.445631004872546], [-0.33441218664517924, 39.44527606114585], [-0.33430838095586735, 39.44508449626016], [-0.33439889904203673, 39.44474874341185], [-0.33573317756865817, 39.44495049397096], [-0.33554765986427876, 39.44655880204759], [-0.33546644121849245, 39.447412764090636], [-0.33528264516616757, 39.448404019085324], [-0.3348585315284491, 39.448385285837205]]], ""type"": ""Polygon""}";39.446679265391396, -0.33475772271198684
